AAAACCPR: ACCAPARA
EGINRSSU: INSURGES
EGINRSSY: SYRINGES
EGINRSUU: GURUNSIE
EGINRSUW: SWINGUER
EGINRSUZ: INSURGEZ
EGINRUUZ: ZINGUEUR
EGINSSTT: TESTINGS
EGINSSTX: SEXTINGS
EGINSSUW: SWINGUES
EGINSUWZ: SWINGUEZ
EGIOOPTZ: POGOTIEZ
EGIOORSS: GROSSOIE
EGIOORUU: OUIGOURE
EGIOORVZ: GROOVIEZ
EGIOOSUZ: ZOUGOISE
EGIOPRRU: PURGEOIR
EGIOPRSU: GROUPIES
          PIROGUES
EGIOPRUZ: GROUPIEZ
EGIOQSTU: GOTIQUES
EGIOQSUY: YOGIQUES
EGIORRSS: GRESOIRS
          GROSSIER
          REGROSSI
EGIORRUZ: ROUGIREZ
EGIORSSS: GROSSIES
EGIORSSU: ROUGISSE
EGIORSTT: GRIOTTES
          GRISOTTE
          RIGOTTES
EGIORSTU: ROUGITES
          RUGOSITE
EGIORSTV: VERTIGOS
EGIORTUX: GOITREUX
EGIOSSUV: VIGOUSSE
EGIOTTUZ: GOUTTIEZ
EGIPRSSY: GYPSIERS
EGIPRSUU: GUIPURES
EGIRRRSU: RESURGIR
EGIRRSSU: RESSURGI
          RESURGIS
EGIRRSTU: GRUTIERS
          RESURGIT
          TIGRURES
EGIRRSUU: RIGUEURS
EGIRRSUV: GIVRURES
EGIRRSUZ: SURGIREZ
EGIRSSSU: RUGISSES
          SURGISSE
EGIRSSTU: SURGITES
EGIRSSUZ: RUGISSEZ
EGIRSUUV: VIGUEURS
EGISSYYZ: SYZYGIES
EGJLNNOT: JONGLENT
EGJLNORU: JONGLEUR
EGJLNTUU: JUGULENT
EGJNNOOU: GOUJONNE
EGJNORSU: JUGERONS
EGJNORTU: JUGERONT
EGJORSUU: GOUJURES
EGLMNOOR: MONERGOL
EGLMNOOS: GOMENOLS
          MONGOLES
EGLMNOSU: MEUGLONS
EGLMOOST: GOLMOTES
EGLMOOTT: GOLMOTTE
EGLNNOOP: PLONGEON
EGLNNOOR: LONGERON
EGLNNOOS: LONGEONS
EGLNNOPT: PLONGENT
EGLNNORT: LORGNENT
EGLNNOSU: ENGLUONS
EGLNOOPR: PROLONGE
EGLNOOPY: POLYGONE
EGLNOORS: LOGERONS
EGLNOORT: LOGERONT
          TORGNOLE
EGLNOOTT: LONGOTTE
EGLNOPRU: PLONGEUR
EGLNOPYY: POLYGYNE
EGLNORRU: LORGNEUR
EGLNORST: STRONGLE
EGLNORSU: GLUERONS
          LUGERONS
          REGULONS
          SURLONGE
EGLNORTU: GLUERONT
          LUGERONT
EGLNORUU: LONGUEUR
EGLNOSTU: LONGUETS
EGLNOSUU: GUEULONS
EGLOOOUZ: ZOOLOGUE
EGLOOPRU: PROLOGUE
EGLOOPTY: LOGOTYPE
EGLOORTT: GLOTTORE
EGLOORUU: UROLOGUE
EGLOOSUV: VOGOULES
EGLOOTTU: GOULOTTE
EGLOOTUU: TELOUGOU
EGLORRSW: GROWLERS
EGLORSSU: GLOUSSER
EGLORUUV: VLOGUEUR
EGLOSSSU: GLOUSSES
EGLOSSUZ: GLOUSSEZ
EGMMOORS: ROGOMMES
EGMMOOSS: GOMMOSES
EGMNOOOS: GONOSOME
EGMNOOST: MEGOTONS
EGMNORSU: MURGEONS
EGMNORTU: MORGUENT
EGMNOSTY: GYMNOTES
EGMOOPRS: POGROMES
EGMORSTU: GOURMETS
EGNNNOOR: ROGNONNE
EGNNOORS: RONGEONS
EGNNOOSS: SONGEONS
EGNNOOSU: ENGOUONS
EGNNOPTU: POUGNENT
EGNNORST: RONTGENS
EGNNOSTU: ONGUENTS
EGNOOPTT: POGOTENT
EGNOORST: ERGOTONS
EGNOORTV: GROOVENT
EGNOPRSU: PURGEONS
EGNOPRTU: GROUPENT
EGNORRSU: ROGNEURS
          ROGNURES
          RONGEURS
EGNORRTU: URGERONT
EGNORSSU: SONGEURS
          SURGEONS
EGNORSTU: GUETRONS
EGNOSSUU: GUEUSONS
EGNOSTTU: GUETTONS
EGNOTTTU: GOUTTENT
EGOOPRRR: PROROGER
EGOOPRRS: PROROGES
EGOOPRRZ: PROROGEZ
EGOORSSY: GROSSOYE
EGOORSTU: ROUGEOTS
EGOORSUU: GOUROUES
EGOORTUU: GOUROUTE
EGOOSTUV: VOUGEOTS
EGOPRRUU: GROUPEUR
EGOPRSUY: UROPYGES
EGORRSSU: GROSSEUR
EGORRSUU: ROUGEURS
EGORSTUU: GOUTEURS
EGORTTUU: GOUTTEUR
EGOSSSTU: GOUSSETS
EGOTTUUX: GOUTTEUX
EGPRRSUU: PURGEURS
EHHNOOSS: SHOSHONE
EHIIKLSS: HELISKIS
EHIIKMSS: SIKHISME
EHIIKSSW: WHISKIES
EHIILMRU: HUMILIER
EHIILMSU: HUMILIES
EHIILMTU: HUMILITE
EHIILMUZ: HUMILIEZ
EHIILNST: LITHINES
EHIILORS: HILOIRES
EHIILQTU: LITHIQUE
EHIILRSU: HUILIERS
EHIILRTT: TRILITHE
EHIIMMSS: SHIMMIES
EHIIMNNO: HOMINIEN
          HOMININE
EHIIMNOS: HOMINISE
EHIIMNUZ: INHUMIEZ
EHIIMPPS: HIPPISME
EHIINNOT: THIONINE
EHIINORS: HIERIONS
EHIINRST: RHINITES
EHIINSTT: THINITES
EHIIORST: HISTOIRE
          HISTORIE
EHIIPPQU: HIPPIQUE
EHIIPSST: PHTISIES
EHIIRRTU: HUITRIER
EHIIRSSU: HUISSIER
EHIISTTT: HITTISTE
          HITTITES
EHIKSSWY: WHISKEYS
EHILLOPY: LYOPHILE
EHILLORU: HOUILLER
EHILLOSU: HOUILLES
          HULLOISE
EHILLPSY: PHYLLIES
EHILLPTY: PHYLLITE
EHILLRRT: THRILLER
EHILLUUZ: HULULIEZ
EHILMOOR: HOLORIME
EHILMOSS: HOLISMES
EHILNOPR: ORPHELIN
EHILNOST: HOLSTEIN
          HOTLINES
EHILNPST: PLINTHES
EHILOOPT: PHOLIOTE
EHILOOPZ: ZOOPHILE
EHILOOST: OOLITHES
EHILOOTT: OTOLITHE
EHILOOTZ: ZOOLITHE
EHILOPRT: HELIPORT
EHILOPST: HOPLITES
EHILORTY: RHYOLITE
EHILOSST: HOLISTES
          HOSTILES
EHILOSSU: LUSHOISE
EHILOTXY: OXYLITHE
EHILPRST: PHILTRES
EHILPTTY: TYPHLITE
EHILRSTU: LUTHIERS
EHILSTTU: LUTHISTE
EHIMMNUY: HYMENIUM
EHIMMOST: THOMISME
EHIMNNOS: HONNIMES
EHIMNNTU: INHUMENT
EHIMNOPR: MORPHINE
EHIMNOSS: OHNISMES
EHIMNOST: MINHOTES
EHIMNQUY: HYMNIQUE
EHIMNRRU: MURRHINE
EHIMNRSU: RHENIUMS
EHIMNSTY: THYMINES
EHIMOOST: SMOOTHIE
EHIMOPRS: ORPHISME
EHIMOPRT: TRIOMPHE
EHIMOPSS: SOPHISME
EHIMOQSU: OHMIQUES
EHIMORSZ: RHIZOMES
EHIMOSST: THOMISES
EHIMOSTT: THOMISTE
EHIMQSUU: HUMIQUES
EHIMQTUY: MYTHIQUE
          THYMIQUE
EHIMRTYZ: RYTHMIEZ
EHINNOPS: SIPHONNE
EHINNORU: HURONIEN
EHINNORZ: HONNIREZ
EHINNOSS: HONNISSE
EHINNOST: HONNITES
          THONINES
EHINNQUU: HUNNIQUE
EHINOORZ: HONORIEZ
EHINOPQU: PHONIQUE
EHINORSS: HERISSON
          HERSIONS
EHINORST: HERITONS
          THONIERS
          THORINES
EHINORSU: HUERIONS
EHINOSST: HESITONS
          HISTONES
EHINOSSU: HOUSSINE
EHINPSTY: PYTHIENS
EHINRSTY: RHYTINES
EHINSTTU: HUTINETS
EHINSTUZ: SHUNTIEZ
EHIOOSTZ: SHOOTIEZ
EHIOPPRU: HOUPPIER
EHIOPPSU: EOHIPPUS
EHIOPPUZ: HOUPPIEZ
EHIOPQRU: ORPHIQUE
EHIOPQTU: PHOTIQUE
EHIOPRSU: OPHIURES
EHIOPSST: SOPHISTE
EHIOPSSY: ISOHYPSE
EHIOPSTT: POSTHITE
EHIOPSXY: HYPOXIES
EHIORRTU: HEURTOIR
          HOURRITE
EHIORSST: SHORTIES
EHIORSTT: THORITES
EHIOSSTU: HUTOISES
EHIOSSUZ: HOUSSIEZ
EHIOSTVY: YESHIVOT
EHIPPSTW: WHIPPETS
EHIPQSUY: PHYSIQUE
EHIPQTUY: PYTHIQUE
          TYPHIQUE
EHIPRSST: HIPSTERS
EHIPSYZZ: ZIZYPHES
EHIQRRSU: SQUIRRHE
EHIRSSTU: HIRSUTES
EHISSSTU: HUSSITES
EHKKLOOZ: KOLKHOZE
EHKOOSVZ: SOVKHOZE
EHLLNTUU: HULULENT
EHLLOOST: OTHELLOS
EHLMMOPY: LYMPHOME
EHLMNOST: MENTHOLS
EHLOOPTY: HOLOTYPE
EHLOPQSU: PHOLQUES
EHLOQSUU: HOULQUES
EHLORSST: HOLSTERS
EHLOSTTU: HULOTTES
EHLRRSUU: HURLEURS
EHMMNOOY: HOMONYME
EHMMORSU: SURHOMME
EHMMOSTY: THYMOMES
EHMNNOTY: MYTHONNE
EHMNOORR: HORMONER
EHMNOORS: HORMONES
EHMNOORZ: HORMONEZ
EHMNOPSU: HOMESPUN
EHMNOPSY: NYMPHOSE
EHMNOPYY: HYPONYME
EHMNORSU: HUMERONS
EHMNORTU: HUMERONT
EHMNOSUX: EXHUMONS
EHMNRTTY: RYTHMENT
EHMOOPRS: MORPHOSE
EHMOPSTU: POSTHUME
EHMORTUV: VERMOUTH
EHMPSSYY: SYMPHYSE
EHNNOORT: HONORENT
EHNNOPRS: NEPHRONS
EHNNORSU: HONNEURS
          HURONNES
EHNNSTTU: SHUNTENT
EHNOOPRS: ORPHEONS
EHNOOQTU: HOQUETON
EHNOORSU: HOUERONS
EHNOORTU: HOUERONT
EHNOOSTT: SHOOTENT
EHNOPPTU: HOUPPENT
EHNOPRSY: HYPERONS
EHNOPSSY: HYPNOSES
EHNORSTU: HEURTONS
EHNOSSTU: HOUSSENT
EHOOOPRZ: ZOOPHORE
EHOOPTYZ: ZOOPHYTE
EHOORSST: ORTHOSES
          SHOOTERS
EHOPPRRY: PORPHYRE
EHOPPTTY: PHYTOPTE
EHOPRSST: STROPHES
EHOPSSTY: TYPHOSES
EHOQRSUU: HOURQUES
EHORRRSU: HORREURS
EHORSSTY: HYSTEROS
EHORSTTU: HOTTEURS
EIIIIMNT: INIMITIE
EIIIINTZ: INITIIEZ
EIIILLMT: ILLIMITE
EIIILLRV: VIEILLIR
EIIILLSV: VIEILLIS
EIIILLTV: VIEILLIT
EIIILMSS: SIMILISE
EIIILMTZ: LIMITIEZ
          MILITIEZ
EIIILRSV: VIRILISE
EIIILRTV: VIRILITE
EIIILRVX: LIXIVIER
EIIILSVX: LIXIVIES
EIIILVXZ: LIXIVIEZ
EIIIMMNS: MINIMISE
EIIIMNST: INIMITES
EIIIMNTT: INTIMITE
EIIIMNTZ: INTIMIEZ
EIIINNTT: INITIENT
EIIINORV: IVOIRIEN
          IVOIRINE
EIIINOSZ: IONISIEZ
EIIINQTU: INIQUITE
EIIINSSZ: SINISIEZ
EIIINTVZ: INVITIEZ
EIIIORRV: IVOIRIER
EIIIORTV: IVOIRITE
EIIIRRTZ: IRRITIEZ
EIIISTVZ: VISITIEZ
EIIJLOST: IJOLITES
EIIJMNPU: MINIJUPE
EIIJMNSS: JINISMES
EIIJMOTZ: MIJOTIEZ
EIIJNOOT: JOINTOIE
EIIJNOTV: JOINTIVE
EIIJNOTZ: JOINTIEZ
EIIJNRRU: INJURIER
EIIJNRSU: INJURIES
EIIJNRUZ: INJURIEZ
EIIJORUZ: JOUIRIEZ
EIIKNOPS: PEKINOIS
EIIKNOSS: KINOISES
EIIKOSTW: KOWEITIS
EIIKPPSZ: SKIPPIEZ
EIILLLOS: LILLOISE
EIILLMMR: MILLIREM
EIILLMMS: MILLIMES
EIILLMNU: ILLUMINE
EIILLMRS: MILLIERS
EIILLMSZ: SMILLIEZ
EIILLNOP: POLLINIE
EIILLNRY: ILLYRIEN
EIILLNST: INSTILLE
EIILLNTV: VITELLIN
EIILLORZ: ROILLIEZ
EIILLOSX: IXELLOIS
EIILLOTV: VIEILLOT
EIILLOUZ: OUILLIEZ
EIILLPRS: SPIRILLE
EIILLPRU: PILULIER
EIILLQRU: QUILLIER
EIILLQUZ: QUILLIEZ
EIILLRST: TREILLIS
EIILLRTT: TITILLER
EIILLRTZ: TRILLIEZ
EIILLRVZ: VRILLIEZ
EIILLSTT: TITILLES
EIILLTTZ: TITILLEZ
EIILLTUZ: ILLUTIEZ
EIILMMOZ: IMMOLIEZ
EIILMNNT: LINIMENT
EIILMNOP: INEMPLOI
EIILMNOR: LIMONIER
EIILMNOS: ELIMIONS
          MONILIES
EIILMNOT: LIMONITE
EIILMNOZ: LIMONIEZ
EIILMNQU: LIMNIQUE
EIILMNST: MINITELS
EIILMNTT: LIMITENT
          MILITENT
EIILMOPS: IMPOLIES
EIILMORV: LIMIVORE
EIILMOST: ILOTISME
EIILMOTT: MOTILITE
EIILMPQU: IMPLIQUE
EIILMRTU: LIMITEUR
EIILMSSS: MISSILES
EIILMSSU: LUISIMES
          SIMULIES
EIILMSUZ: SIMULIEZ
EIILMTUZ: MUTILIEZ
EIILNNOS: ENLIIONS
          SILIONNE
EIILNNOV: LIVONIEN
EIILNNPS: PLINIENS
EIILNNSU: INSULINE
          INULINES
EIILNOPR: RIPOLINE
EIILNOPS: EPILIONS
EIILNOPT: PILOTINE
EIILNOPU: OULIPIEN
EIILNORS: ELIRIONS
          LIERIONS
          RELIIONS
EIILNOSS: ELISIONS
EIILNOST: INSOLITE
EIILNOSV: INVIOLES
          OLIVINES
          VIOLINES
EIILNOSX: EXILIONS
EIILNOSZ: INSOLIEZ
          NOLISIEZ
EIILNQTU: QUINTILE
EIILNRST: NITRILES
EIILNRSU: SILURIEN
EIILNSTU: INUTILES
EIILNTTU: INTITULE
EIILNTUZ: LUTINIEZ
EIILNTVY: VINYLITE
EIILOPRZ: POLIRIEZ
EIILOPST: PILOSITE
          PISOLITE
          POLITISE
EIILOPSZ: SPOILIEZ
          SPOLIIEZ
EIILOPTZ: PILOTIEZ
EIILORRV: VIROLIER
EIILORST: ILOTIERS
          TOILIERS
EIILORSV: OLIVIERS
          VIOLIERS
          VOILIERS
EIILORTV: VITRIOLE
EIILORTZ: LOTIRIEZ
EIILORVZ: VIROLIEZ
EIILOSTV: VIOLISTE
EIILOTVV: VOLITIVE
EIILPRTU: TULIPIER
EIILPRTZ: TRIPLIEZ
EIILPSST: SPILITES
EIILPSSZ: PLISSIEZ
EIILQSSU: SILIQUES
EIILRSSS: LISSIERS
EIILRSSU: RELUISIS
EIILRSTU: RELUISIT
          TUILIERS
          UTILISER
EIILRSUZ: SURLIIEZ
EIILRTUZ: RUTILIEZ
EIILSSSU: LUISISSE
EIILSSTU: LUISITES
          UTILISES
EIILSTTU: UTILITES
EIILSTUZ: UTILISEZ
EIIMMNNT: IMMINENT
EIIMMNSU: IMMUNISE
EIIMMNTU: IMMUNITE
EIIMMOSS: MOISIMES
EIIMMOST: MOITIMES
EIIMMOTV: IMMOTIVE
EIIMMPRR: IMPRIMER
EIIMMPRS: IMPRIMES
EIIMMPRU: IMPERIUM
EIIMMPRZ: IMPRIMEZ
EIIMMQSU: MIMIQUES
EIIMNNNO: INNOMINE
EIIMNNOS: INSOMNIE
EIIMNNOZ: NOMINIEZ
EIIMNNTT: INTIMENT
EIIMNOOS: ISONOMIE
EIIMNORS: MINORISE
          ONIRISME
EIIMNORT: MINORITE
          MINOTIER
          TIMONIER
EIIMNORZ: MINORIEZ
EIIMNOSS: EMISSION
          IONISMES
          MOISSINE
          NIMOISES
          SIMONIES
          SIONISME
EIIMNPSU: IMPUNIES
EIIMNPTU: IMPUNITE
EIIMNRST: INTERIMS
          MINISTRE
EIIMNRTU: MINUTIER
EIIMNRUZ: MUNIRIEZ
          RUMINIEZ
EIIMNSSU: NUISIMES
EIIMNSTU: MINUTIES
EIIMNTUZ: MINUTIEZ
          MUTINIEZ
EIIMOPRX: MIREPOIX
EIIMOPST: OPTIMISE
EIIMOPSZ: IMPOSIEZ
EIIMORRT: MIROITER
EIIMORST: MIROITES
          TRISOMIE
EIIMORSZ: MOISIREZ
EIIMORTZ: MIROITEZ
          MOITIREZ
EIIMORVZ: VOMIRIEZ
EIIMOSSS: MOISISSE
EIIMOSST: MOISITES
          MOITISSE
EIIMOSSZ: OMISSIEZ
EIIMOSTT: MOITITES
EIIMOTVV: VOMITIVE
EIIMOTVZ: MOTIVIEZ
EIIMPTUZ: IMPUTIEZ
EIIMQSSU: SISMIQUE
EIIMRRUZ: MURIRIEZ
EIIMSSSV: MISSIVES
EIIMSSTT: TITISMES
EIIMSSUV: SUIVIMES
          SUIVISME
EIINNOPR: PIONNIER
EIINNOPS: EPINIONS
          INOPINES
          PEINIONS
EIINNOPZ: PIONNIEZ
EIINNORS: NIERIONS
          RENIIONS
EIINNORT: TENORINI
          TIRONIEN
EIINNOSS: SIENNOIS
EIINNOST: IONISENT
EIINNOSV: ENVIIONS
          VEINIONS
          VIENNOIS
          VISIONNE
EIINNOVZ: INNOVIEZ
EIINNQSU: QUININES
EIINNRSU: INSINUER
EIINNSST: SINISENT
EIINNSSU: INSINUES
          SINUSIEN
EIINNSTT: INTESTIN
EIINNSTU: SUINTINE
          TUNISIEN
EIINNSUZ: INSINUEZ
EIINNTTV: INVITENT
EIINOOST: ISOTONIE
EIINOPPS: PEPIIONS
EIINOPRS: RIPIENOS
EIINOPRT: POITRINE
          POTINIER
EIINOPRZ: PIORNIEZ
EIINOPST: PIETIONS
EIINOPSV: PIVOINES
EIINOPSX: EXPIIONS
EIINOPTT: PETITION
EIINOPTV: POITEVIN
EIINOPTZ: POINTIEZ
          POTINIEZ
EIINOQRU: IRONIQUE
          ONIRIQUE
EIINOQSU: IONIQUES
EIINOQTU: QUINTOIE
EIINORRS: IRONISER
EIINORRT: INTERROI
EIINORSS: IRONISES
          OSIRIENS
          SERIIONS
EIINORST: ETIRIONS
          IRONISTE
          ITERIONS
EIINORSU: IONISEUR
EIINORSV: REVISION
          VOISINER
EIINORSX: IXERIONS
EIINORSZ: IRONISEZ
EIINOSST: SIONISTE
EIINOSSV: VOISINES
EIINOSTV: EVITIONS
          NIVOSITE
          VINOSITE
EIINOSVZ: VOISINEZ
EIINPPRS: PIPERINS
EIINPRRS: INSPIRER
EIINPRSS: INSPIRES
EIINPRSV: VIPERINS
EIINPRSZ: INSPIREZ
EIINPRUZ: PUNIRIEZ
          PURINIEZ
          RUPINIEZ
EIINPTUV: PUNITIVE
EIINQRTU: INTRIQUE
          NITRIQUE
EIINQSTU: INQUIETS
EIINQSUV: VINIQUES
EIINRRTT: IRRITENT
EIINRRTV: INVERTIR
EIINRRVV: VIVERRIN
EIINRSSS: RISSIENS
EIINRSST: INSISTER
          SINISTRE
          TISSERIN
EIINRSSU: USINIERS
EIINRSSZ: SIZERINS
EIINRSTT: NITRITES
          TRIESTIN
          TRINITES
EIINRSTU: RUINISTE
EIINRSTV: INVERTIS
          INVESTIR
          VITRINES
EIINRSUZ: SURINIEZ
EIINRTTU: INTUITER
EIINRTTV: INVERTIT
EIINRTUV: INVITEUR
EIINSSST: INSISTES
          INTISSES
EIINSSSU: NUISISSE
EIINSSTU: INUSITES
          NUISITES
          SINUSITE
EIINSSTV: INVESTIS
EIINSSTX: SIXTINES
EIINSSTZ: INSISTEZ
          TINSSIEZ
EIINSSUV: ENSUIVIS
EIINSSUZ: UNISSIEZ
EIINSSVZ: VINSSIEZ
EIINSTTU: INSTITUE
          INTUITES
EIINSTTV: INVESTIT
          VISITENT
EIINSTUV: ENSUIVIT
          UNITIVES
          VISNUITE
EIINSTUZ: SUINTIEZ
EIINTTUZ: INTUITEZ
EIIOOPST: ISOTOPIE
EIIOPPTZ: PIPOTIEZ
EIIOPRRS: POIRIERS
          PRIORISE
EIIOPRRT: PRIORITE
EIIOPRRV: POIVRIER
EIIOPRSS: EPISSOIR
EIIOPRVZ: POIVRIEZ
EIIOPSSZ: POISSIEZ
EIIOPSTV: POSITIVE
EIIOPTVZ: PIVOTIEZ
EIIORRSZ: ROSIRIEZ
EIIORRTZ: ROTIRIEZ
EIIORRUZ: ROUIRIEZ
EIIORSTZ: SIROTIEZ
EIIORSUZ: SOURIIEZ
EIIORTTV: VITRIOTE
EIIOSSST: ISOSISTE
EIIOSSUZ: OUISSIEZ
EIIOTVVZ: VIVOTIEZ
EIIPPRTZ: TRIPPIEZ
EIIPQRSU: PIQUIERS
EIIPRRST: TRIPIERS
EIIPRSST: SPIRITES
EIIPRSSZ: PRISSIEZ
EIIPRTTU: PITUITER
EIIPSSTT: STIPITES
EIIPSSUZ: PUISSIEZ
EIIPSTTU: PITUITES
EIIPSTTZ: SPITTIEZ
EIIPTTUZ: PITUITEZ
EIIQRSTU: QUIRITES
          REQUISIT
EIIQRSUZ: RISQUIEZ
EIIQRTUZ: TRIQUIEZ
EIIQSUZZ: ZIZIQUES
EIIQTTUZ: QUITTIEZ
EIIRRSTT: TITRISER
EIIRRSTV: VITRIERS
EIIRRSUZ: SURIRIEZ
EIIRRSVV: VIVRIERS
EIIRSSTT: TITRISES
EIIRSSTZ: TRISSIEZ
EIIRSTTZ: TITRISEZ
EIIRSTUV: VISITEUR
EIIRSUVZ: SUIVRIEZ
EIISSSUV: SUIVISSE
EIISSTTT: TITISTES
EIISSTUV: SUIVISTE
          SUIVITES
EIISTTWZ: TWISTIEZ
EIITTTWZ: TWITTIEZ
EIJKNORS: JERKIONS
EIJLLSTU: JUILLETS
EIJLMNOT: JOLIMENT
EIJMNOOT: MONTJOIE
EIJMNOTT: MIJOTENT
EIJNNNOU: JUNONIEN
EIJNNOST: ENJOINTS
EIJNNOSU: JEUNIONS
EIJNNOTT: JOINTENT
EIJNOOTY: JOINTOYE
EIJNORST: REJOINTS
EIJNORSU: JUNIORES
EIJNORTU: JOINTURE
          JOUIRENT
EIJNOSTU: SUJETION
EIJNSSTU: INJUSTES
EIJOSSSU: JOUISSES
EIJOSSUZ: JOUISSEZ
EIJOTUXZ: JOUXTIEZ
EIJPRSTU: JUPITERS
EIJRSSTU: JURISTES
EIJSSSUV: JUSSIVES
EIKKLOUZ: KLOUKIEZ
EIKKNOTT: TEKTONIK
EIKLMNRS: KREMLINS
EIKLNORS: LIKERONS
EIKLNORT: LIKERONT
EIKLOORU: KILOEURO
EIKLOSSV: VELOSKIS
EIKMMRSS: SKIMMERS
EIKMOSSW: WOKISMES
EIKMQRUY: KYMRIQUE
EIKNNOSS: SONINKES
EIKNOOSV: KOSOVIEN
EIKNORSS: SKIERONS
EIKNORST: SKIERONT
EIKNPPST: SKIPPENT
EIKOOPST: SKOPIOTE
EIKOOTTY: TOKYOITE
EIKOQSSU: KIOSQUES
EIKORSST: KORISTES
EIKPPRSS: SKIPPERS
EIKPPRSU: SKIPPEUR
EIKQSTUY: KYSTIQUE
EILLLSTU: TILLEULS
EILLMMOS: MOLLIMES
EILLMNOS: SEMILLON
EILLMNOU: LINOLEUM
EILLMNST: SMILLENT
EILLMORS: MORILLES
          ORMILLES
EILLMORU: MOUILLER
EILLMORZ: MOLLIREZ
EILLMOSS: MOLLISSE
EILLMOST: MELILOTS
          MOLLITES
EILLMOSU: MOUILLES
EILLMOUZ: MOUILLEZ
EILLMPTU: MULTIPLE
EILLMRTY: MYRTILLE
EILLMUVX: VEXILLUM
EILLNNOS: NIELLONS
          SILLONNE
EILLNOOR: OREILLON
EILLNOPS: PELLIONS
EILLNORT: ROILLENT
EILLNOSS: SEILLONS
          SELLIONS
EILLNOST: INTELLOS
          TEILLONS
          TONSILLE
EILLNOSU: NOUILLES
EILLNOSV: VEILLONS
          VIELLONS
EILLNOTU: OUILLENT
EILLNPUU: LUPULINE
EILLNQTU: QUILLENT
EILLNRTT: TRILLENT
EILLNRTV: VRILLENT
EILLNSTU: NULLITES
EILLNTTU: ILLUTENT
EILLOPRT: TORPILLE
EILLOPRU: ROUPILLE
EILLOPSU: POUILLES
EILLOPSY: LIPOLYSE
EILLOPTU: TOUPILLE
EILLOPUZ: POLLUIEZ
EILLOQRU: ROQUILLE
EILLORRS: ROLLIERS
EILLORRU: ROUILLER
EILLORSU: ROUILLES
          SOUILLER
EILLORSZ: ZORILLES
EILLORTT: TORTILLE
EILLORTU: OUTILLER
          TOUILLER
          TROUILLE
EILLORTZ: TROLLIEZ
EILLORUZ: ROUILLEZ
EILLOSSU: SOUILLES
EILLOSTU: OUTILLES
          TOUILLES
          TULLOISE
EILLOSUZ: SOUILLEZ
EILLOTUZ: OUTILLEZ
          TOUILLEZ
EILLPPSU: PUPILLES
EILLPRSU: PILLEURS
          PLURIELS
EILLQRSU: QUILLERS
EILLQRUU: QUILLEUR
EILLQSSU: SQUILLES
EILLRSTU: ILLUSTRE
          TILLEURS
          TULLIERS
EILLRSUY: REUILLYS
EILLSTTU: TULLISTE
EILLSTUV: VITELLUS
EILMMNOT: IMMOLENT
EILMMORT: IMMORTEL
EILMMOSS: SOMMEILS
EILMNNOT: LIMONENT
EILMNOPS: EMPILONS
EILMNOPT: POLIMENT
EILMNOPY: OLYMPIEN
EILMNORS: LIMERONS
EILMNORT: LIMERONT
EILMNORU: MOULINER
EILMNOSU: EMULIONS
          EMULSION
          MEULIONS
          MOULINES
EILMNOTU: MOULINET
EILMNOTY: MYLONITE
EILMNOUX: LIMONEUX
EILMNOUZ: MOULINEZ
EILMNPRT: TREMPLIN
EILMNSTU: SIMULENT
EILMNTTU: MUTILENT
EILMNUUX: LUMINEUX
EILMOOPS: LIPOSOME
EILMOORS: OLORIMES
EILMOORT: MOLETOIR
EILMOPPS: POMPILES
EILMOPRR: IMPLORER
EILMOPRS: IMPLORES
          IMPLOSER
          REMPLOIS
EILMOPRZ: IMPLOREZ
EILMOPSS: IMPLOSES
EILMOPSZ: IMPLOSEZ
EILMOSTU: MOULISTE
EILMPRSU: IMPULSER
          PLUMIERS
EILMPSST: SIMPLETS
EILMPSSU: IMPULSES
EILMPSTU: PLUMETIS
EILMPSUZ: IMPULSEZ
EILMPTUY: LUMITYPE
EILMRSSY: LYRISMES
EILMRSTU: STIMULER
EILMSSTU: STIMULES
          ULMISTES
EILMSSTY: STYLISME
EILMSTUZ: STIMULEZ
EILMTTUU: LUTETIUM
EILNNOOT: LOTIONNE
EILNNOPR: PILONNER
EILNNOPS: PILONNES
EILNNOPZ: PILONNEZ
EILNNOSS: ENLISONS
          ENSILONS
          LESINONS
EILNNOST: INSOLENT
          NOLISENT
EILNNOSV: NIVELONS
EILNNPSU: PINNULES
EILNNTTU: LUTINENT
EILNOOPP: EPIPLOON
EILNOOPS: POELIONS
EILNOORV: VIOLONER
EILNOOSS: OISELONS
EILNOOST: ETIOLONS
          ETOILONS
EILNOOSV: VIOLONES
EILNOOVZ: VIOLONEZ
EILNOPPU: POUPELIN
EILNOPRS: PERLIONS
          PILERONS
          PLIERONS
          PROLINES
          REPLIONS
EILNOPRT: PILERONT
          PLIERONT
          POLIRENT
          TERPINOL
EILNOPRU: POULINER
EILNOPSS: EPSILONS
          SINOPLES
EILNOPST: SPOILENT
          SPOLIENT
EILNOPSU: POULINES
EILNOPSY: POLYNIES
EILNOPTT: PILOTENT
EILNOPTY: LINOTYPE
EILNOPUZ: POULINEZ
EILNORRS: RELIRONS
EILNORRT: RELIRONT
EILNORSS: LISERONS
          RELISONS
          ROSELINS
          SILERONS
EILNORST: LITERONS
          LITORNES
          RETINOLS
          SILERONT
EILNORSU: OURLIENS
EILNORTT: LITERONT
          LOTIRENT
EILNORTU: RELUTION
