AAAAABBCDRR: ABRACADABRA
AENNNOORRTT: RATONNERONT
AENNNOORRTY: RAYONNERONT
AENNNOORSSV: SAVONNERONS
AENNNOORSTT: TATONNERONS
AENNNOORSTV: SAVONNERONT
AENNNOORTTT: TATONNERONT
AENNNOOSSTU: ENSOUTANONS
AENNOOPPRST: APPONTERONS
AENNOOPPRSU: POUPONNERAS
AENNOOPPRTT: APPONTERONT
AENNOOPPSSU: POUPONNASSE
AENNOOPPSTU: POUPONNATES
AENNOOPRSSS: PANOSSERONS
AENNOOPRSST: PANOSSERONT
AENNOOPRTTY: RONEOTYPANT
AENNOOPSTUV: EPOUVANTONS
AENNOORSSST: TORONNASSES
AENNOORSTUY: NOYAUTERONS
AENNOORTTUY: NOYAUTERONT
             TOURNOYANTE
AENNOPRRSTT: PROSTERNANT
AENNOPRSSTT: TRANSPOSENT
AENNOPSTTTY: STENOTYPANT
AENNORRTTUV: ENTROUVRANT
AENNORSSTTU: TOURNASSENT
AENNPRRSSTU: SURPRENANTS
AENOOPPRRST: APPORTERONS
             REPROPOSANT
AENOOPPRRTT: APPORTERONT
AENOOPPRSST: PROPOSANTES
AENOOPPSSST: OPPOSASSENT
AENOOPRSSST: POTASSERONS
AENOOPRSSTT: POTASSERONT
AENOOPRSTUU: POUTOUNERAS
AENOOPSSTUU: POUTOUNASSE
AENOOPSTTUU: POUTOUNATES
AENOOQRSTTU: ATTOQUERONS
AENOOQRTTTU: ATTOQUERONT
AENOORRSSUV: SAVOURERONS
AENOORRSTUV: SAVOURERONT
AENOORSSTUY: TOURNOYASSE
AENOORSTTUY: TOURNOYATES
AENOOSSTTYY: YOYOTASSENT
AENOOSSTTZZ: ZOZOTASSENT
AENOPPRSSST: OPPRESSANTS
AENOPPRSSTU: SUPERPOSANT
AENOPPSSSTT: STOPPASSENT
AENOPRRRSTT: TRANSPORTER
AENOPRRSSTT: TRANSPORTES
AENOPRRSSUY: SURPAYERONS
AENOPRRSTTZ: TRANSPORTEZ
AENOPRRSTUY: SURPAYERONT
AENOPRSSSTU: PUTASSERONS
             REPOUSSANTS
AENOPRSSTTT: PROTESTANTS
AENOPRSSTTU: PUTASSERONT
AENOPRSSTUV: PROUVASSENT
AENOPRSSTUX: SUREXPOSANT
AENOPSSSSTU: POUSSASSENT
AENOPSSSTTU: POUTSASSENT
AENOPSSTTUZ: POUTZASSENT
AENOQRSSSTU: TRONQUASSES
AENOQRSSTTU: SQUATTERONS
             TROQUASSENT
AENOQRSTTTU: SQUATTERONT
AENOQSSSTUU: SOUQUASSENT
AENORRRSSSU: RASSURERONS
AENORRRSSTU: RASSURERONT
AENORRSSTTU: RETROUSSANT
AENORRSSTUX: SURTAXERONS
AENORRSTTTU: TORTURANTES
AENORRSTTUX: SURTAXERONT
AENORSSSSTU: SURNOTASSES
             TONSURASSES
AENORSSSTTU: TRESSAUTONS
AENORSSTTTT: TROTTASSENT
AENORSSTTTU: TUTORASSENT
AENORSSTTUV: TROUVASSENT
AENORSTTUUY: TUYAUTERONS
AENORTTTUUY: TUYAUTERONT
AENOSSSSTTU: TOUSSASSENT
AENOSSSTTUY: YOUTSASSENT
AENOSSTTTUY: TUTOYASSENT
AENPPRSSTUU: SUPPURANTES
AENPRSSSTUU: USURPASSENT
AENQRSSTTUU: TRUQUASSENT
AENQSSSTTUU: STUQUASSENT
AENRRSSSTUU: SUSURRANTES
AENRRSSTTUU: SURSATURENT
AENRSSSTTTU: TRUSTASSENT
AENRSSSTTUU: SUTURASSENT
AEOOPPRRTTY: PROTOTYPERA
AEOOPPRSSSS: PROPOSASSES
AEOOPPRSSST: POSTPOSERAS
AEOOPPRSSTU: TROPOPAUSES
AEOOPPSSSST: POSTPOSASSE
AEOOPPSSSTT: POSTPOSATES
AEOOPQRRSUV: PROVOQUERAS
AEOOPQRSSUV: PROVOQUASSE
AEOOPQRSTUV: PROVOQUATES
AEOOPRRTTUU: AUTOPORTEUR
AEOORRSSSTT: TORTORASSES
AEOORSSSTTU: TOUSSOTERAS
AEOORSTUUYY: YOUYOUTERAS
AEOOSSSSTTU: TOUSSOTASSE
AEOOSSSSUVY: VOUSOYASSES
             VOUSSOYASSE
AEOOSSSTTTU: TOUSSOTATES
AEOOSSSTTYY: YOYOTTASSES
AEOOSSSTUVY: VOUSSOYATES
AEOOSSSUVVY: VOUVOYASSES
AEOOSSTUUYY: YOUYOUTASSE
AEOOSTTUUYY: YOUYOUTATES
AEOPPPRRRST: PRERAPPORTS
AEOPPPRSSSU: PRESUPPOSAS
AEOPPPRSSTU: PRESUPPOSAT
AEOPPRRRSTU: RAPPORTEURS
AEOPPRRSSTU: SUPPORTERAS
AEOPPRSSSTU: SUPPORTASSE
AEOPPRSSTTU: SUPPORTATES
AEOPPSSSSSU: SUPPOSASSES
AEOPRRSSSTW: SPORTSWEARS
AEOPRRSSTUU: PARTOUSEURS
AEOPRRSTUUZ: PARTOUZEURS
AEOPRSSSSTT: PRESSOSTATS
AEOPRSSTTTY: STRATOTYPES
AEORRSSSTTU: TORTURASSES
AEORSSSSSTU: TROUSSASSES
AEPPRSSSSUU: SUPPURASSES
AEPPSSSSTUU: SUPPUTASSES
AEPRRSSSTTU: SUPERSTRATS
AEPRRSSTTUU: STARTUPEURS
AEPRRSSTUUU: USURPATEURS
AERRSSSSSUU: SUSURRASSES
AFFGIIIIORR: FRIGORIFIAI
AFFGIIIORRS: FRIGORIFIAS
AFFGIIIORRT: FRIGORIFIAT
AFFGIINNORS: GRIFFONNAIS
AFFGIINNORT: GRIFFONNAIT
AFFGIINORST: GRAFFITIONS
AFFGINNNORT: GRIFFONNANT
AFFIIILNOSS: FALSIFIIONS
AFFIIIMNRST: INFIRMATIFS
AFFIIKNOSSS: KIFFASSIONS
AFFIILNOORS: AFFRIOLIONS
AFFIIMNORST: INFORMATIFS
AFFIINNSSTU: INSUFFISANT
AFFIINOOSSS: ASSOIFFIONS
AFFIINOPSSS: PIFFASSIONS
AFFIINORSTT: FORTIFIANTS
AFFIINORSTU: AFFRUITIONS
AFFIINOSTUX: SUFFIXATION
AFFIIORRSSU: SOUFFRIRAIS
AFFIIORRSTU: SOUFFRIRAIT
AFFILLNOOSU: AFFOUILLONS
AFFINNOORST: AFFRONTIONS
AFFIOORRTUU: FROUFROUTAI
AFFOORRSTUU: FROUFROUTAS
AFFOORRTTUU: FROUFROUTAT
AFGGIINNORS: GRAFIGNIONS
AFGIIIMNNOS: MAGNIFIIONS
AFGIIINNSST: SIGNIFIANTS
AFGIIINORST: GRATIFIIONS
AFGIILNNORS: FILIGRANONS
AFGIILNNOTU: ANTIFOULING
AFGIILNORSS: FRAGILISONS
AFGIILNORST: GLORIFIANTS
AFGIILNOSSS: GIFLASSIONS
AFGIIMNOSTU: FUMIGATIONS
AFGIINOPRST: PIGNORATIFS
AFGIINORSTU: FIGURATIONS
AFGIINOSTTU: FUSTIGATION
AFGILNNOORS: FLAGORNIONS
AFGILNOOSSS: GOLFASSIONS
AFGILNORSSU: SURGONFLAIS
AFGILNORSTU: SURGONFLAIT
AFGILNORTUU: FULGURATION
AFGINNNORST: FRONTIGNANS
AFGINNOORSU: FOURGONNAIS
AFGINNOORTU: FOURGONNAIT
AFGINOORRSU: FOURRAGIONS
AFGINOSSSUU: FUGUASSIONS
AFGIOOPRRST: PROROGATIFS
AFGLNNORSTU: SURGONFLANT
AFGNNNOORTU: FOURGONNANT
AFHIINORRST: HORRIFIANTS
AFHINNOOSSS: FOHNASSIONS
AFIIIILMPSS: SIMPLIFIAIS
AFIIIILMPST: SIMPLIFIAIT
AFIIIIMNNSV: MINIINVASIF
AFIIILLNORS: FAILLIRIONS
AFIIILLNOSS: FILIALISONS
AFIIILLORTU: TRIFOUILLAI
AFIIILMNOPS: AMPLIFIIONS
AFIIILMNPST: SIMPLIFIANT
AFIIILNNOPS: PLANIFIIONS
AFIIILNNOSS: FINALISIONS
AFIIILNOQSU: QUALIFIIONS
AFIIILOSSSS: FOSSILISAIS
AFIIILOSSST: FOSSILISAIT
AFIIIMNNORT: INFIRMATION
AFIIIMNORSU: UNIFORMISAI
AFIIIMNOSSS: MASSIFIIONS
AFIIINNOSSS: FISSIONNAIS
AFIIINNOSST: FISSIONNAIT
AFIIINNRSTT: INTRANSITIF
             NITRIFIANTS
AFIIINORSST: STARIFIIONS
AFIIJNSSTTU: JUSTIFIANTS
AFIIKLLOORS: FOLKLORISAI
AFIILLMNOSU: FUMAILLIONS
AFIILLMORSU: FOURMILLAIS
AFIILLMORTU: FOURMILLAIT
AFIILLNOOSU: FOUAILLIONS
AFIILLNOSSS: FAILLISSONS
AFIILLORSTU: FRISTOUILLA
             TRIFOUILLAS
AFIILLORTTU: TRIFOUILLAT
AFIILLRSTTU: ILLUSTRATIF
AFIILMNNOTU: FULMINATION
AFIILMNOPSS: PLASMIFIONS
AFIILMNOSSS: FILMASSIONS
AFIILNOOOTT: FOLIOTATION
AFIILNOPSST: PLASTIFIONS
AFIILNORSSS: RIFLASSIONS
AFIILNORSTT: FILTRATIONS
AFIILNOSSST: FOSSILISANT
             LIFTASSIONS
AFIIMNNOORT: INFORMATION
AFIIMNORRSU: SURINFORMAI
AFIIMNORSSS: FRIMASSIONS
AFIIMNORSSU: UNIFORMISAS
AFIIMNORSTT: MORTIFIANTS
AFIIMNORSTU: UNIFORMISAT
AFIIMNSSTTY: MYSTIFIANTS
AFIINNNOSST: FISSIONNANT
AFIINNOOPSS: SAPONIFIONS
AFIINNOPSTT: PONTIFIANTS
AFIINNOQSTU: QUANTIFIONS
AFIINNORSSS: FRISSONNAIS
AFIINNORSST: FRISSONNAIT
AFIINNORSTX: TRANSFIXION
AFIINNOSSSS: SNIFASSIONS
AFIINOORSSS: FOIRASSIONS
AFIINOORSSV: FAVORISIONS
AFIINOPRSSS: FRIPASSIONS
             PARFISSIONS
AFIINOPRSTT: ANTISPORTIF
AFIINOPTTUU: AUTOPUNITIF
AFIINOQRSTU: TRAFIQUIONS
AFIINORSSSS: FRISASSIONS
AFIINORSSST: FRITASSIONS
AFIINORSSSU: FOURNISSAIS
             SURFAISIONS
AFIINORSSTT: STRATIFIONS
AFIINORSSTU: FISSURATION
             FOURNISSAIT
AFIINOSSSSU: SUIFASSIONS
AFIINOSSSTT: FITTASSIONS
AFIINOSSSTU: FUITASSIONS
AFIINOSSTTU: STATUFIIONS
AFIINSSSTTU: ANTITUSSIFS
AFIKLLOORSS: FOLKLORISAS
AFIKLLOORST: FOLKLORISAT
AFILLMNORTU: FOURMILLANT
AFILMNOORSS: FORMALISONS
AFILMNOORSU: MAROUFLIONS
AFILMNOORTU: FORMULATION
AFILMNOOSSS: MOFLASSIONS
AFILNNNOOPS: PLAFONNIONS
AFILNNOOSTU: SULFONATION
AFILNNORSST: TRANSFILONS
AFILNOORSSS: FROLASSIONS
AFILNOORSST: RAFISTOLONS
AFILNOORSTU: FLUORATIONS
AFILNOOSSSU: FLOUASSIONS
             FOULASSIONS
AFILNOOSSTT: FLOTTAISONS
AFILNOOSTTT: FLOTTATIONS
AFILNORSSST: FLORISSANTS
AFILNORSTUU: SULFURATION
AFILNOSSSTU: FLUTASSIONS
AFILNOSSSUX: FLUXASSIONS
AFIMNOORSSS: FORMASSIONS
AFIMNORRSSU: SURINFORMAS
AFIMNORRSTU: SURINFORMAT
AFINNNOOSST: FOISONNANTS
AFINNNORSST: FRISSONNANT
AFINNORSSTU: FOURNISSANT
             TRANSFUSION
AFINOORSSSU: FROUASSIONS
AFINORRSTTU: FRUSTRATION
AFINORSSSSU: SURFASSIONS
AFINORSSTTT: FRISOTTANTS
AFIPPRSSTUU: SUPPURATIFS
AFLNNOOPSTU: PANTOUFLONS
AFMNOOORSTU: AUTOFORMONS
AFNNORSSSTU: TRANSFUSONS
AFNOPPRRSSU: SURFRAPPONS
AGGHIKNNOOS: HONGKONGAIS
AGGIIINRSTU: INGURGITAIS
AGGIIINRTTU: INGURGITAIT
AGGIILLNORS: GRILLAGIONS
AGGIILLORSU: GARGOUILLIS
AGGIINNRTTU: INGURGITANT
AGGIINOSSSU: GIGUASSIONS
AGGIINOSUZZ: ZIGZAGUIONS
AGGIJNOOSSS: JOGGASSIONS
AGGILLOOTUU: GLOUGLOUTAI
AGGILNNOSTU: AGGLUTINONS
AGGINNNOORS: GROGNONNAIS
AGGINNNOORT: GROGNONNAIT
AGGLLOOSTUU: GLOUGLOUTAS
AGGLLOOTTUU: GLOUGLOUTAT
AGGLNOOORSZ: GORGONZOLAS
AGGNNNNOORT: GROGNONNANT
AGGNNOORSSS: GROGNASSONS
AGHIIMOPRSU: AMPHIGOURIS
AGHIINOPRST: GRAPHITIONS
AGHIKLOOORS: KORHOGOLAIS
AGHILMOOOSU: HOMOLOGUAIS
AGHILMOOOTU: HOMOLOGUAIT
AGHILNOSTTU: GLUTATHIONS
AGHIMNOOPSS: SHAMPOOINGS
AGHIMOPSSTY: PHYSOSTIGMA
AGHLMNOOOTU: HOMOLOGUANT
AGHNOOORTUX: ORTHOGONAUX
AGIIILLNOSU: AIGUILLIONS
AGIIILLNOTU: GUILLOTINAI
AGIIILLOPSU: PIGOUILLAIS
AGIIILLOPTU: PIGOUILLAIT
AGIIILLOSUZ: ZIGOUILLAIS
AGIIILLOTUZ: ZIGOUILLAIT
AGIIIMMNORT: IMMIGRATION
AGIIIMNORRS: MAIGRIRIONS
AGIIIMNOSTT: MITIGATIONS
AGIIINNNOSV: INVAGINIONS
AGIIINNORSV: VINAIGRIONS
AGIIINNOSTT: INSTIGATION
AGIIINORRST: IRRIGATIONS
AGIIINORSSS: AIGRISSIONS
AGIILLMORSU: MARGOUILLIS
AGIILLNOOSU: GOUAILLIONS
AGIILLNOPSS: GASPILLIONS
AGIILLNOPTU: PIGOUILLANT
AGIILLNORSS: GRISAILLONS
AGIILLNORSU: RAGUILLIONS
AGIILLNOSTU: GUILLOTINAS
AGIILLNOTTU: GUILLOTINAT
AGIILLNOTUZ: ZIGOUILLANT
AGIILNNORSU: LANGUIRIONS
             RALINGUIONS
AGIILNNOSSS: LIGNASSIONS
             SIGNALISONS
AGIILNOOPST: GALIPOTIONS
AGIILNOOSTV: GLAVIOTIONS
AGIILNOPSSS: GLAPISSIONS
AGIILNORSTU: LIGATURIONS
AGIILNOSSST: GLATISSIONS
AGIILNOSSSU: LIGUASSIONS
AGIIMNNOOSU: ANGOUMOISIN
AGIIMNNORSU: MARINGOUINS
AGIIMNORSSS: GRIMASSIONS
             MAIGRISSONS
             MIGRASSIONS
AGIINNNORST: IGNORANTINS
AGIINNOORSS: ORGANISIONS
AGIINNOOSSS: AGONISSIONS
             ANGOISSIONS
AGIINNOPSSS: PIGNASSIONS
AGIINNORSSS: GARNISSIONS
AGIINNORSST: TRANSIGIONS
AGIINNORSTU: RUGINATIONS
AGIINNORSUU: INAUGURIONS
AGIINNOSSSS: SIGNASSIONS
AGIINOORSTV: RAVIGOTIONS
AGIINOPSSSU: GUIPASSIONS
AGIINORSSSS: GRISASSIONS
AGIINORSSST: TIGRASSIONS
AGIINORSSSV: GIVRASSIONS
             GRAVISSIONS
AGIIORSSSSS: GROSSISSAIS
AGIIORSSSST: GROSSISSAIT
AGIJNNNOORS: JARGONNIONS
AGILLMNOOSU: MAGOUILLONS
AGILLNNOORS: RALLONGIONS
AGILLNOOSUZ: GAZOUILLONS
AGILLNOPPRS: GRAPPILLONS
AGILLNORSTU: GROUILLANTS
AGILMNOOOSU: MONOLOGUAIS
AGILMNOOOTU: MONOLOGUAIT
AGILMOPRSUU: PROMULGUAIS
AGILMOPRTUU: PROMULGUAIT
AGILNNOORSS: SAINGORLONS
AGILNNOOSST: SANGLOTIONS
AGILNNORSTU: TRIANGULONS
AGILNNOSSSU: LANGUISSONS
AGILNOOSSSS: GLOSASSIONS
AGILNOOSSSU: LOGUASSIONS
AGILNORSSUV: VULGARISONS
AGIMMNOOSSS: GOMMASSIONS
AGIMNOORSTT: MARGOTTIONS
AGINNNOORSS: ORGANSINONS
AGINNNORSST: GRISONNANTS
AGINNOOPSSS: POGNASSIONS
AGINNOORSSS: ROGNASSIONS
AGINOOOPRRT: PROROGATION
AGINOOPRSTT: PATRIGOTONS
AGINOORRSTT: GARROTTIONS
AGINOORSSSU: GOURASSIONS
AGINOOSSSSS: GOSSASSIONS
AGINOOSSSTU: GOUTASSIONS
AGINOOSSSUV: VOGUASSIONS
AGINORSSSST: GROSSISSANT
AGINORSSSTU: GRUTASSIONS
             ROUGISSANTS
AGLLLOOPRSY: PYROGALLOLS
AGLMNNOOOTU: MONOLOGUANT
AGLMNOPRTUU: PROMULGUANT
AGLNNORSSTU: STRANGULONS
AGMMNOOPRRS: PROGRAMMONS
AGNOOPRRSVY: PYROGRAVONS
AHHIILOOPPS: PHILOSOPHAI
AHHILOOPPSS: PHILOSOPHAS
AHHILOOPPST: PHILOSOPHAT
AHHIOOOPPST: PHOTOSHOPAI
AHHIOOPPRSS: PHOSPHORAIS
AHHIOOPPRST: PHOSPHORAIT
AHHLOOPPRSY: PHOSPHORYLA
AHHNOOPPRST: PHOSPHORANT
AHHNOOPPSST: PHOSPHATONS
AHHOOOPPSST: PHOTOSHOPAS
AHHOOOPPSTT: PHOTOSHOPAT
AHHOOPPRTTY: PHYTOPHTORA
AHIIILLOPSY: LYOPHILISAI
AHIIILMNOTU: HUMILIATION
AHIIILNNNOS: ANNIHILIONS
AHIIILOPRRS: HORRIPILAIS
AHIIILOPRRT: HORRIPILAIT
AHIILLOPSSU: HOUSPILLAIS
AHIILLOPSSY: LYOPHILISAS
AHIILLOPSTU: HOUSPILLAIT
AHIILLOPSTY: LYOPHILISAT
AHIILNOPRRT: HORRIPILANT
AHIILNOSSSU: HUILASSIONS
AHIIMNNOSSU: HUMANISIONS
AHIIMNNOSTU: INHUMATIONS
AHIIMNOPPRS: AMPHIPRIONS
AHIINNOPSSS: HISPANISONS
AHIINOOPRST: ATROPHIIONS
AHIINOOSSTU: SOUHAITIONS
AHIINOPSSTY: HYPNOTISAIS
AHIINOPSSXY: ASPHYXIIONS
AHIINOPSTTY: HYPNOTISAIT
AHIINORSSST: TRAHISSIONS
AHIINORSSSU: AHURISSIONS
AHIINORSSTT: HISTORISANT
AHIINOSSSSS: HISSASSIONS
AHIIOPQSSTU: SOPHISTIQUA
AHIKKOORRSW: KWASHIORKOR
AHILLNOPSTU: HOUSPILLANT
AHILLNOSTUU: HULULATIONS
AHILNORSSSU: HURLASSIONS
AHIMNNOORSS: HARMONISONS
AHIMNOPRSTT: TRIOMPHANTS
AHIMNOPRSTY: AMPHITRYONS
AHIMNORSSSU: RHUMASSIONS
AHINNNOOPRS: HARPONNIONS
AHINNOPSTTY: HYPNOTISANT
AHINOORTUXZ: HORIZONTAUX
AHINOOSSSTT: HOTTASSIONS
AHLMNOOORRT: ORTHONORMAL
AHMNNORSSTU: TRANSHUMONS
AHMNOOOPRST: PHOTOROMANS
AHMNOOOPSTT: PHOTOMATONS
AHNOPRSSTTU: STROPHANTUS
AHNORSSSSUU: SURHAUSSONS
AIIIILNNOST: INITIALIONS
AIIIILNOTVX: LIXIVIATION
AIIIINNOSTT: INITIATIONS
AIIIJLLNORS: JAILLIRIONS
AIIILLMNORS: RIMAILLIONS
AIIILLMPSTU: MULTIPLIAIS
AIIILLMPTTU: MULTIPLIAIT
AIIILLNNOPS: PINAILLIONS
AIIILLNNOST: INTAILLIONS
AIIILLNNOSU: ILLUSIONNAI
AIIILLNOPRS: RIPAILLIONS
AIIILLNOPSS: POLLINISAIS
AIIILLNOPST: POINTILLAIS
             POLLINISAIT
AIIILLNOPTT: POINTILLAIT
AIIILLNORSS: SAILLIRIONS
AIIILLNORST: TIRAILLIONS
AIIILLNORSV: VIRAILLIONS
AIIILLNOTTT: TITILLATION
AIIILLNOTUV: ILLUVIATION
AIIILMNOSSS: ASSIMILIONS
             ISLAMISIONS
AIIILMNOSSU: LIMOUSINAIS
AIIILMNOSTT: LIMITATIONS
AIIILMNOSTU: LIMOUSINAIT
AIIILNNOSSS: SALINISIONS
AIIILNNOSST: LATINISIONS
AIIILNNSUZZ: ZINZINULAIS
AIIILNNTUZZ: ZINZINULAIT
AIIILNOPRTT: TRIPOLITAIN
AIIILNORRSV: RAVILIRIONS
AIIILNORSSV: RIVALISIONS
AIIILNOSSSV: AVILISSIONS
AIIILNOSSTV: VITALISIONS
AIIILNOSTTU: UTILISATION
AIIILNRSSTV: VIRILISANTS
AIIILOPQSTU: POLITIQUAIS
AIIILOPQTTU: POLITIQUAIT
AIIIMMNOSSX: MAXIMISIONS
AIIIMNNNOTU: MUNITIONNAI
AIIIMNNOSSS: MISSIONNAIS
AIIIMNNOSST: AMNISTIIONS
             MISSIONNAIT
AIIIMNNOSTT: INTIMATIONS
AIIIMNNOSTV: VITAMINIONS
AIIIMNNOSTX: MIXTIONNAIS
AIIIMNNOTTX: MIXTIONNAIT
AIIIMNOPRTT: IMPARTITION
AIIIMNOPSSS: PIANISSIMOS
AIIIMNORSST: MAITRISIONS
AIIIMNOSSST: IMITASSIONS
AIIIMOPRSSV: IMPROVISAIS
AIIIMOPRSTV: IMPROVISAIT
AIIINNNOSTU: INSINUATION
AIIINNOOPST: POSITIONNAI
AIIINNOORSS: INSONORISAI
AIIINNOOSST: IONISATIONS
AIIINNOOSSV: AVOISINIONS
AIIINNOPRST: INSPIRATION
AIIINNOPSSS: SINAPISIONS
AIIINNORSST: INTRONISAIS
AIIINNORSTT: INTRONISAIT
AIIINNOSSST: SINISATIONS
AIIINNOSTTV: INVITATIONS
AIIINOQSTUX: INTOXIQUAIS
AIIINOQTTUX: INTOXIQUAIT
AIIINORRSTT: IRRITATIONS
AIIINORSSSS: IRISASSIONS
AIIINORSSST: SATIRISIONS
AIIINORSTTT: TITRISATION
AIIINOSSSSS: SAISISSIONS
AIIINOSSTTV: VISITATIONS
AIIINRRSSTU: INSTRUIRAIS
AIIINRRSTTU: INSTRUIRAIT
AIIINRSSSTU: INSTRUISAIS
AIIINRSSTTU: INSTRUISAIT
AIIJLLNOOSU: JOUAILLIONS
AIIJLLNOSSS: JAILLISSONS
AIIJLNOOSSU: JOUALISIONS
AIIJNNOOPSS: JAPONISIONS
AIIJNNOSSSU: JAUNISSIONS
AIIKLNNOOSS: KAOLINISONS
AIILLMMNOTU: MULTINOMIAL
AIILLMNOORS: AMOLLIRIONS
             MORAILLIONS
AIILLMNOOSU: AMOUILLIONS
AIILLMNOQSU: MAQUILLIONS
AIILLMNORST: MITRAILLONS
AIILLMNORSU: MURAILLIONS
AIILLMNPTTU: MULTIPLIANT
AIILLNNOPST: POLLINISANT
AIILLNNOPTT: POINTILLANT
AIILLNNOSST: INSTALLIONS
AIILLNNOSSU: ILLUSIONNAS
AIILLNNOSTU: ILLUSIONNAT
AIILLNOORST: ALLOTIRIONS
             TORAILLIONS
AIILLNOPSSS: PILLASSIONS
AIILLNOPSST: PASTILLIONS
AIILLNOPUVV: NIVOPLUVIAL
             PLUVIONIVAL
AIILLNOQRTU: QUATRILLION
AIILLNOSSSS: SAILLISSONS
AIILLNOSSST: TILLASSIONS
AIILLNOSSTT: STILLATIONS
AIILLNOSSTU: SAUTILLIONS
AIILLNOSTTU: ILLUTATIONS
AIILLOOQSSU: SOLILOQUAIS
AIILLOOQSTU: SOLILOQUAIT
AIILMMNOOST: IMMOLATIONS
AIILMMQQSUU: IQALUMMIUQS
AIILMNNOPST: IMPLANTIONS
AIILMNNOPSU: MANIPULIONS
AIILMNNOSTU: LIMOUSINANT
AIILMNOOOPS: MONOPOLISAI
AIILMNOOPRT: IMPLORATION
AIILMNOOPST: MALPOSITION
AIILMNOORSS: MORALISIONS
AIILMNOOSST: SOLMISATION
AIILMNOSSTU: SIMULATIONS
AIILMNOSTTU: MUTILATIONS
             STIMULATION
AIILMNPQSTU: IMPLIQUANTS
AIILNNNOOSS: LIAISONNONS
AIILNNNOOST: LAITONNIONS
AIILNNNTUZZ: ZINZINULANT
AIILNNOOPSS: POLISSONNAI
AIILNNOOSST: INSOLATIONS
AIILNNOOSTU: SOLUTIONNAI
AIILNNOPSST: PLATINISONS
AIILNNOSSSU: ALUNISSIONS
AIILNOOPRSS: POLARISIONS
AIILNOOPSSS: POILASSIONS
AIILNOOPSST: SPOLIATIONS
AIILNOORSSS: SOLARISIONS
AIILNOORSSV: VALORISIONS
AIILNOOSSSS: ISOLASSIONS
AIILNOOSSST: TOILASSIONS
AIILNOOSSSU: IOULASSIONS
AIILNOOSSSV: VIOLASSIONS
             VOILASSIONS
AIILNOOSSTT: TOTALISIONS
AIILNOPPQSU: APPLIQUIONS
AIILNOPQTTU: POLITIQUANT
AIILNOPSTTU: STIPULATION
AIILNORRSTU: TRALUIRIONS
AIILNORSSST: LITRASSIONS
AIILNORSSSU: RUILASSIONS
AIILNORSSSV: LIVRASSIONS
             RAVILISSONS
AIILNORSSTU: RITUALISONS
             TRALUISIONS
AIILNOSSSSS: LISSASSIONS
AIILNOSSSST: LISTASSIONS
AIILNOSSSTT: TILTASSIONS
AIILNOSSSTU: TUILASSIONS
AIILNOSSSUV: VISUALISONS
AIILNOSSTTY: STYLISATION
AIILNPQSTUU: QUINTUPLAIS
AIILNPQTTUU: QUINTUPLAIT
AIILNPRSTUU: TURLUPINAIS
AIILNPRTTUU: TURLUPINAIT
AIIMMNNOSSU: MANUMISSION
AIIMMNNSSTU: IMMUNISANTS
AIIMMPRRSTU: IMPRIMATURS
AIIMNNNOOST: NOMINATIONS
AIIMNNNOSST: MISSIONNANT
AIIMNNNOSTU: MUNITIONNAS
AIIMNNNOTTU: MUNITIONNAT
AIIMNNNOTTX: MIXTIONNANT
AIIMNNNOUUX: UNINOMINAUX
AIIMNNOORSS: ROMANISIONS
AIIMNNOORST: MINORATIONS
AIIMNNOOSSS: MOISSONNAIS
AIIMNNOOSST: MOISSONNAIT
AIIMNNORSTU: RUMINATIONS
AIIMNNQSUUV: NUNAVIMIUQS
AIIMNOOPRST: PATRIMONIOS
AIIMNOOPRTT: IMPORTATION
AIIMNOOQSSU: MOSAIQUIONS
AIIMNOORRST: AMORTIRIONS
AIIMNOORSSS: MOIRASSIONS
AIIMNOORSST: MORTAISIONS
AIIMNOOSSSS: MOISASSIONS
AIIMNOOSSST: SOMATISIONS
AIIMNOOSTTV: MOTIVATIONS
AIIMNOPRRST: IMPARTIRONS
AIIMNOPRRTT: IMPARTIRONT
AIIMNOPRSSS: PRIMASSIONS
AIIMNOPRSSV: VAMPIRISONS
AIIMNOPRSTU: IMPORTUNAIS
AIIMNOPRSTV: IMPROVISANT
AIIMNOPRTTU: IMPORTUNAIT
AIIMNOPSTTU: IMPUTATIONS
AIIMNOQSSTU: MASTIQUIONS
AIIMNORSSST: TRIMASSIONS
AIIMNOSSTTU: MUSSITATION
AIIMNPSSSTU: IMPUISSANTS
AIIMOPRSSSU: SURIMPOSAIS
AIIMOPRSSTU: SURIMPOSAIT
AIIMORSSTUV: SURMOTIVAIS
AIIMORSTTUV: SURMOTIVAIT
AIIMRRSTTUV: TRIUMVIRATS
AIIMRRTUUVX: TRIUMVIRAUX
AIINNNOORSS: RAISONNIONS
AIINNNOORST: RATIONNIONS
AIINNNOORSV: AVIRONNIONS
AIINNNOOSTT: INTONATIONS
AIINNNOOSTV: INNOVATIONS
AIINNNORSTT: INTRONISANT
AIINNNOSSST: NANTISSIONS
AIINNOOOSTZ: OZONISATION
AIINNOOPPST: APPOINTIONS
AIINNOOPRST: OPINIATRONS
             PORTIONNAIS
AIINNOOPRSV: PROVISIONNA
AIINNOOPRTT: PORTIONNAIT
AIINNOOPSSS: OPINASSIONS
AIINNOOPSST: ANTIPOISONS
             POSITIONNAS
AIINNOOPSTT: POSITIONNAT
AIINNOORSSS: INSONORISAS
