AAAAABBCDNRRT: ABRACADABRANT
AEEIMNRSSSTTV: TRANSVESTISME
AEEIMNSSSTTTY: SYSTEMATISENT
AEEIMOORSSTTU: AUTOEROTISMES
AEEIMOPPRRRSU: EMPOURPRERAIS
AEEIMOPPRRRTU: EMPOURPRERAIT
AEEIMOPRRSSST: REIMPORTASSES
AEEIMOPRRSSTZ: REMPORTASSIEZ
AEEIMOPRRSTTT: TROMPETTERAIS
AEEIMOPRRSTTU: TEMPORISATEUR
AEEIMOPRRTTTT: TROMPETTERAIT
AEEIMOPRSSSST: TEMPORISASSES
AEEIMOPRSSTTZ: TROMPETASSIEZ
AEEIMOQRRSSUZ: REMORQUASSIEZ
AEEIMOQRRSTTU: ASTROMETRIQUE
AEEIMOQRSSSTU: MASSORETIQUES
AEEIMOQRSSTUU: MOUSQUETAIRES
AEEIMOQRSTTTU: TETRATOMIQUES
AEEIMOQSSTTUZ: MOQUETTASSIEZ
AEEIMORRSSSTU: TREMOUSSERAIS
AEEIMORRSSTTT: ASTROMETRISTE
AEEIMORRSSTTU: TREMOUSSERAIT
AEEIMORSSSSTU: AMORTISSEUSES
AEEIMORSSSSUU: ROUSSEAUISMES
AEEIMPQRRSSTU: PETRARQUISMES
AEEIMPRRRSSUX: SUREXPRIMERAS
AEEIMPRRSSSSU: PRESSURISAMES
AEEIMPRRSSSUX: SUREXPRIMASSE
AEEIMPRRSSTUX: SUREXPRIMATES
AEEIMPRSSSTTU: SUPREMATISTES
AEEIMQSSSTTUY: SYSTEMATIQUES
AEEIMRSSSSSTU: SURESTIMASSES
AEEIMRSSSSSTY: SYMETRISASSES
AEEINNNNORSTV: ENVIRONNANTES
AEEINNNOORRTT: TORONNERAIENT
AEEINNNOORTTV: OVATIONNERENT
AEEINNNOPPRSS: PREPENSIONNAS
AEEINNNOPPRST: PREPENSIONNAT
AEEINNNOPRSST: PASSIONNERENT
AEEINNNOPSSSS: PENSIONNASSES
AEEINNNOPSSST: ESPIONNASSENT
AEEINNNORSSST: ETRENNASSIONS
AEEINNNORSSSV: ENVIRONNASSES
AEEINNNORSTTT: STATIONNERENT
AEEINNNRRSTTU: SURENTRAINENT
AEEINNNRRSTTY: TYRANNISERENT
AEEINNOOPRSST: ANTEPOSERIONS
AEEINNOOPRSSU: EUROPEANISONS
AEEINNOOPRSTT: ENANTIOTROPES
AEEINNOOPRTTY: RONEOTYPAIENT
AEEINNOORRSTZ: ZOROASTRIENNE
AEEINNOORSSSX: EXONERASSIONS
AEEINNOPQSTTU: PENTATONIQUES
AEEINNOPRRSTT: PROSTERNAIENT
AEEINNOPRSSSS: REPENSASSIONS
AEEINNOPRSSST: PENETRASSIONS
AEEINNOPRSSTT: PRESENTATIONS
               REPOINTASSENT
AEEINNOPSSSTT: PASSIONNETTES
               SPONTANEISTES
AEEINNOPSTTTY: STENOTYPAIENT
AEEINNOQRRTTU: TRONQUERAIENT
AEEINNOQRSSTU: QUESTIONNERAS
AEEINNOQSSSTU: ENQUETASSIONS
               QUESTIONNASSE
AEEINNOQSSTTU: QUESTIONNATES
AEEINNORRRSTT: ENTARTRERIONS
AEEINNORRRSTY: RENTRAYERIONS
AEEINNORRSSSS: ENSERRASSIONS
AEEINNORRSSST: ENTERRASSIONS
AEEINNORRSTTU: SURNOTERAIENT
               TONSURERAIENT
AEEINNORRSTUV: AVENTURERIONS
AEEINNORRTTUV: ENTROUVRAIENT
AEEINNORSSSTT: RENETTASSIONS
               RETENTASSIONS
               TENORISASSENT
AEEINNORSSSTU: AUSTRONESIENS
               ETERNUASSIONS
AEEINNORSSSTV: EVENTRASSIONS
AEEINNOSSSTUX: EXTENUASSIONS
AEEINNPRRRSTT: TRANSPIRERENT
AEEINNPRRSTTT: INTERPRETANTS
AEEINNPRSSTTU: PEINTURASSENT
AEEINNQSSSTTU: ESQUINTASSENT
AEEINNRRSSTTV: TRANSTEVERINS
AEEINNRSSSSTV: VERNISSASSENT
AEEINNRSSSSUU: SAUSSURIENNES
AEEINNRSSSTTT: RETENTISSANTS
AEEINOOPPRRST: PROPOSERAIENT
               REPROPOSAIENT
AEEINOOPQRTUV: APONEVROTIQUE
AEEINOOPRRRSS: PRESONORISERA
AEEINOOPRRSSS: REOPERASSIONS
AEEINOOPRRSTU: POIREAUTERONS
AEEINOOPRRSTY: RONEOTYPERAIS
AEEINOOPRRTTU: POIREAUTERONT
AEEINOOPRRTTX: REEXPORTATION
AEEINOOPRRTTY: RONEOTYPERAIT
AEEINOORRRTTT: TORTORERAIENT
AEEINOORSSTTT: OSTENTATOIRES
AEEINOORTTTYY: YOYOTTERAIENT
AEEINOPPPRRRT: APPROPRIERENT
               REAPPROPRIENT
AEEINOPPRRRST: RAPPRETERIONS
AEEINOPPRRSST: APPERTISERONS
AEEINOPPRRSSU: PAUPERISERONS
AEEINOPPRRSTT: APPERTISERONT
               PERPETRATIONS
AEEINOPPRRSTU: PAUPERISERONT
AEEINOPPRRSTX: EXPROPRIANTES
AEEINOPPRSSTU: SUPERPOSAIENT
               SUPPOSERAIENT
AEEINOPPRSTTU: PERPETUATIONS
AEEINOPQRRSTU: PARQUETERIONS
AEEINOPQRSTTU: PAQUETTERIONS
AEEINOPRRRSST: PROSTERNERAIS
AEEINOPRRRSTT: PRORATISERENT
               PROSTERNERAIT
AEEINOPRRSSST: RAPETISSERONS
               RETAPISSERONS
               TREPASSERIONS
AEEINOPRRSSTT: RAPETISSERONT
               RETAPISSERONT
AEEINOPRRSSTU: PTEROSAURIENS
AEEINOPRRSSTV: PRESERVATIONS
AEEINOPRRSSTZ: TRANSPOSERIEZ
AEEINOPRSSSST: INTERPOSASSES
AEEINOPRSSSSV: VASOPRESSINES
AEEINOPRSSSTT: ESTROPIASSENT
AEEINOPRSSTTY: STENOTYPERAIS
AEEINOPRSSTUX: SUREXPOSAIENT
AEEINOPRSTTTU: PIROUETTANTES
AEEINOPRSTTTY: STENOTYPERAIT
AEEINOQRRSSSU: EQUERRASSIONS
AEEINOQRSSSSU: RESEQUASSIONS
AEEINOQRSSSTU: REQUETASSIONS
AEEINOQRSSTTU: SEQUESTRATION
AEEINOQSSSSUZ: SQUEEZASSIONS
AEEINOQSSSTUU: EQUEUTASSIONS
AEEINORRRSSST: TERRASSERIONS
AEEINORRRSSSU: REASSURERIONS
AEEINORRRSSTT: REASSORTIRENT
               TERRORISANTES
AEEINORRRSSTU: RESTAURERIONS
AEEINORRRSSTV: RETRAVERSIONS
               TRAVERSERIONS
AEEINORRRTTTU: TORTURERAIENT
AEEINORRSSSSS: RESSASSERIONS
AEEINORRSSSST: RETERSASSIONS
AEEINORRSSSSV: RESERVASSIONS
               REVERSASSIONS
AEEINORRSSSTU: RESSAUTERIONS
AEEINORRSSTTU: RETROUSSAIENT
               TROUSSERAIENT
AEEINORRSSTUZ: RETOURNASSIEZ
AEEINORRSSTVX: EXTRAVERSIONS
AEEINORRSTTTU: STERNUTATOIRE
AEEINORSSSTUV: EVERTUASSIONS
AEEINORSSTUXZ: EXTOURNASSIEZ
AEEINOSSSTUVZ: VENTOUSASSIEZ
AEEINPPQRSTUY: PRESYNAPTIQUE
AEEINPPRRSTUU: SUPPURERAIENT
AEEINPPRSTTUU: SUPPUTERAIENT
AEEINPQRRSTTU: PETRARQUISENT
AEEINPRRRSTTU: SURINTERPRETA
AEEINPRRSSTTV: PERVERTISSANT
AEEINPRSSSSTT: PERSISTASSENT
AEEINPRSSTTUV: VITUPERASSENT
AEEINQQRSSSUU: REQUINQUASSES
AEEINQRSSTTTU: REQUITTASSENT
               SQUATTERISENT
AEEINQSSSSSTU: ESQUISSASSENT
AEEINRRRSSTUU: SUSURRERAIENT
AEEINRSSSTTTU: RESTITUASSENT
AEEINRSSSTTTV: TRAVESTISSENT
AEEINRSSTTTTW: RETWITTASSENT
AEEINSSSSTTUZ: SUSTENTASSIEZ
AEEIOOPPRRRSS: REPROPOSERAIS
AEEIOOPPRRRST: REPROPOSERAIT
AEEIOOPQRSTUZ: AZEOTROPIQUES
AEEIOOQRSTTUU: AUTOEROTIQUES
AEEIOORRSTTUU: AUTOROUTIERES
AEEIOPPPRRRRZ: RAPPROPRIEREZ
AEEIOPPPRRSSU: PRESUPPOSERAI
AEEIOPPRRRTUX: EXPROPRIATEUR
AEEIOPPRRSSSU: SUPERPOSERAIS
AEEIOPPRRSSSX: EXPROPRIASSES
AEEIOPPRRSSSZ: PROSPERASSIEZ
AEEIOPPRRSSTU: SUPERPOSERAIT
AEEIOPPRSSSSZ: OPPRESSASSIEZ
AEEIOPRRRSTTU: PORTRAITUREES
AEEIOPRRSSSUX: SUREXPOSERAIS
AEEIOPRRSSTUX: SUREXPOSERAIT
AEEIOPRRSSUVZ: REPROUVASSIEZ
AEEIOPRRSTTVX: EXTRASPORTIVE
AEEIOPRSSSSST: POSTERISASSES
AEEIOPRSSSSUZ: REPOUSSASSIEZ
AEEIOPRSSSTTU: PIROUETTASSES
AEEIOPRSSSTTZ: PROTESTASSIEZ
AEEIOPRSSSTUZ: ROUSPETASSIEZ
AEEIOQQSSSUUV: EQUIVOQUASSES
AEEIOQRRSSSTU: ASSERTORIQUES
AEEIOQRRSSTUZ: RETORQUASSIEZ
AEEIOQRSSTUXZ: EXTORQUASSIEZ
AEEIORRRSSSST: TERRORISASSES
AEEIORRRSSSTU: RETROUSSERAIS
AEEIORRRSSTTU: RETROUSSERAIT
AEEIORRSSSSST: REASSORTISSES
AEEIORRSSSSTZ: REASSORTISSEZ
AEEIORRSSTUVZ: RETROUVASSIEZ
AEEIORSSSSTUU: ROUSSEAUISTES
AEEIPQRRSSTTU: PETRARQUISTES
AEEIPQRRSSUUZ: PERRUQUASSIEZ
AEEIPQRSSSSUU: SUREQUIPASSES
AEEIPRRRSSSSU: PRESSURISERAS
AEEIPRRSSSSSU: PRESSURISASSE
AEEIPRRSSSSTU: PRESSURISATES
AEEIPRRSSSSUU: SUREPAISSEURS
AEEIPRRSSSSUZ: PRESSURASSIEZ
AEEIPRRSSSTTU: STRIPTEASEURS
AEEIPRRSTTUUV: VITUPERATEURS
AEEIPRSSSSSUV: SUPERVISASSES
AEEIQRRRSSSUU: EQUARRISSEURS
AEEIQRSSTTTTU: QUARTETTISTES
AEEIRRRSSSTTU: ATTERRISSEURS
AEEIRRRSSTUUZ: SURSATURERIEZ
AEEIRRSSSSSUV: ASSERVISSEURS
AEEIRSSSSTTUX: TEXTURISASSES
AEEJNNNOPSSSU: ENJUPONNASSES
AEEJNNORSSSTU: SEJOURNASSENT
AEEJNOPRSTTUX: JUXTAPOSERENT
AEEJNORRSTTUU: SURAJOUTERENT
AEELLLMNOOSSS: SALMONELLOSES
AEELLMMNNOOST: MOLLETONNAMES
AEELLMNNNOSTV: VALLONNEMENTS
AEELLMNNOORST: MOLLETONNERAS
AEELLMNNOOSST: MOLLETONNASSE
AEELLMNNOOSTT: MOLLETONNATES
AEELLNRRSSTUU: SURNATURELLES
AEELMMNOPPRRT: MALPROPREMENT
AEELMMNORSSTU: REMMOULASSENT
AEELMMNPRSSTU: REMPLUMASSENT
AEELMMOPPSSSU: PAMPLEMOUSSES
AEELMNNNOORSU: AMEULONNERONS
AEELMNNNOORTU: AMEULONNERONT
AEELMNNNORSST: MERLONNASSENT
AEELMNNPPSTTU: SUPPLEMENTANT
AEELMNOPRSSTY: REMPLOYASSENT
AEELMNORSSTUV: VERMOULASSENT
AEELNNOOPSSST: PELOTONNASSES
AEELNNOPRRSTZ: PLASTRONNEREZ
AEELNNPPRSTTU: SUPPLANTERENT
AEELNOOOPPRRS: PERONOSPORALE
AEELNOOPPRSTT: PROTOPLANETES
AEELNOOPRRSTX: EXTRAPOLERONS
AEELNOOPRRTTX: EXTRAPOLERONT
AEELNOOPRRTUU: ENTOURLOUPERA
AEELNORRSSUUV: SUREVALUERONS
AEELNORRSTUUV: SUREVALUERONT
AEELNORSSSSTU: ROUSSELASSENT
AEELNPPSSSTTU: SEPTUPLASSENT
AEELNPSSSTTUX: SEXTUPLASSENT
AEELOOPPRSTUU: AUTOPROPULSEE
AEELOPPRRRTTU: ULTRAPROPRETE
AEELORSSSTTXY: EXTRASYSTOLES
AEEMMMNNNORST: MARMONNEMENTS
AEEMMMNORSTTT: MARMOTTEMENTS
AEEMMNNNOPSTT: TAMPONNEMENTS
AEEMMNNOPRSST: PRENOMMASSENT
AEEMNNNORSSST: SERMONNASSENT
AEEMNNOOPSSTU: EPOUMONASSENT
AEEMNNOORRSUV: MANOEUVRERONS
AEEMNNOORRTUV: MANOEUVRERONT
AEEMNNORRSSTT: REMONTRASSENT
AEEMNNORSSTTU: NUMEROTASSENT
AEEMNNORSTTTU: TOURMENTANTES
AEEMNNPRSSTTU: EMPRUNTASSENT
AEEMNNRRSTTTU: TRANSMUTERENT
AEEMNOOQRSSTU: ESTOMAQUERONS
AEEMNOOQRSTTU: ESTOMAQUERONT
AEEMNOPRRSSTT: REMPORTASSENT
AEEMNOPRSSTTT: TROMPETASSENT
AEEMNOPRSTTTU: ATTROUPEMENTS
AEEMNOQRRSSTU: REMORQUASSENT
AEEMNOQRRSTTU: MARQUETTERONS
AEEMNOQRRTTTU: MARQUETTERONT
AEEMNOQSSTTTU: MOQUETTASSENT
AEEMNORSSSTTU: TOURMENTASSES
AEEMNPRRSSSTU: REMPRUNTASSES
AEEMNPRSSSSTU: SURPASSEMENTS
AEEMNRRSSTTTU: TRANSMETTEURS
AEEMOPPPRSSSU: PRESUPPOSAMES
AEEMOPPRRSSSU: EMPOURPRASSES
AEEMOPRSSSTTT: TROMPETTASSES
AEEMORSSSSSTU: TREMOUSSASSES
AEENNNOORSSTU: ENSOUTANERONS
AEENNNOORSTTU: ENSOUTANERONT
AEENNOOPRSTUV: EPOUVANTERONS
AEENNOOPRTTUV: EPOUVANTERONT
AEENNOPRRSSTT: TRANSPOSERENT
AEENNORRSSTTU: RETOURNASSENT
AEENNORSSTTUX: EXTOURNASSENT
AEENNOSSSTTUV: VENTOUSASSENT
AEENNSSSSTTTU: SUSTENTASSENT
AEENOOPRSSSTY: RONEOTYPASSES
AEENOPPRRSSST: PROSPERASSENT
AEENOPPRSSSST: OPPRESSASSENT
AEENOPQRRSTTU: PARQUETTERONS
AEENOPQRRTTTU: PARQUETTERONT
AEENOPRRRSTTZ: TRANSPORTEREZ
AEENOPRRSSSST: PROSTERNASSES
AEENOPRRSSTTU: TRANSPORTEUSE
AEENOPRRSSTUV: REPROUVASSENT
AEENOPRSSSSTU: REPOUSSASSENT
AEENOPRSSSTTT: PROTESTASSENT
AEENOPRSSSTTU: ROUSPETASSENT
AEENOPSSSSTTY: STENOTYPASSES
AEENOQRRSSTTU: RETORQUASSENT
AEENOQRSSTTUX: EXTORQUASSENT
AEENORRSSSTTU: TRESSAUTERONS
AEENORRSSTTTU: TRESSAUTERONT
AEENORRSSTTUV: RETROUVASSENT
AEENPQRRSSTUU: PERRUQUASSENT
AEENPRRSSSSTU: PRESSURASSENT
AEENRRRSSTTUU: SURSATURERENT
AEENRSSSTTTUU: SUSTENTATEURS
AEEOOPPRRSSSS: REPROPOSASSES
AEEOOPPSSTTUU: AUTOSTOPPEUSE
AEEOOPRSSTTUU: AUTOPORTEUSES
AEEOPPPRRSSSU: PRESUPPOSERAS
AEEOPPPRSSSSU: PRESUPPOSASSE
AEEOPPPRSSSTU: PRESUPPOSATES
AEEOPPRSSSSSU: SUPERPOSASSES
AEEOPRRSSSSUV: VASOPRESSEURS
AEEOPRSSSSSUX: SUREXPOSASSES
AEEORRSSSSSTU: RETROUSSASSES
AEFFGIIIIORRR: FRIGORIFIERAI
AEFFGIIIMORRS: FRIGORIFIAMES
AEFFGIIIORRRS: FRIGORIFIERAS
AEFFGIIIORRSS: FRIGORIFIASSE
AEFFGIIIORRST: FRIGORIFIATES
AEFFGIINNNORT: GRIFFONNAIENT
AEFFGIINNORRS: GRIFFONNERAIS
AEFFGIINNORRT: GRIFFONNERAIT
AEFFGIINORRST: GRAFFITERIONS
AEFFGINNORSSS: GRIFFONNASSES
AEFFGLORSSSUU: SURSOUFFLAGES
AEFFIIILNORSS: FALSIFIERIONS
AEFFIIIORSSTZ: FORTIFIASSIEZ
AEFFIILNOORRS: AFFRIOLERIONS
AEFFIILNSSSUZ: INSUFFLASSIEZ
AEFFIILOPRRST: PROLIFERATIFS
AEFFIILOSSSTZ: SIFFLOTASSIEZ
AEFFIIMNORRRS: RAFFERMIRIONS
AEFFIIMNORSSS: AFFERMISSIONS
AEFFIINNSSSTU: INSUFFISANTES
AEFFIINOORSSS: ASSOIFFERIONS
AEFFIINORRSTU: AFFRUITERIONS
               SOUFFRIRAIENT
AEFFIINORSSST: EFFRITASSIONS
AEFFIINORSSTT: FORTIFIASSENT
AEFFILLNOORSU: AFFOUILLERONS
AEFFILLNOORTU: AFFOUILLERONT
AEFFILLORRSUU: FARFOUILLEURS
AEFFILNNSSSTU: INSUFFLASSENT
AEFFILNOSSSTT: SIFFLOTASSENT
AEFFILNOSSSUV: EFFLUVASSIONS
AEFFILNRSSTUU: INSUFFLATEURS
AEFFIMNORRSSS: RAFFERMISSONS
AEFFINNOORRST: AFFRONTERIONS
AEFFINNOOSSSS: OFFENSASSIONS
AEFFINOOSSSTU: ETOUFFASSIONS
AEFFIOORRRTUU: FROUFROUTERAI
AEFFIOQSSSUUZ: OFFUSQUASSIEZ
               SUFFOQUASSIEZ
AEFFMOORRSTUU: FROUFROUTAMES
AEFFNOORRTTUU: FROUFROUTANTE
AEFFNOQSSSTUU: OFFUSQUASSENT
               SUFFOQUASSENT
AEFFOORRRSTUU: FROUFROUTERAS
AEFFOORRSSTUU: FROUFROUTASSE
AEFFOORRSTTUU: FROUFROUTATES
AEFGGIINNORRS: GRAFIGNERIONS
AEFGHIILMOPRS: FILMOGRAPHIES
AEFGHIINOPQRU: INFOGRAPHIQUE
AEFGHIINOPRST: INFOGRAPHISTE
AEFGHILOOPPRR: PROFILOGRAPHE
AEFGHILOPRSUV: FLUVIOGRAPHES
AEFGIIIILNSSZ: LIGNIFIASSIEZ
AEFGIIIINNNST: INSIGNIFIANTE
AEFGIIIINSSSZ: SIGNIFIASSIEZ
AEFGIIILNNSST: LIGNIFIASSENT
AEFGIIILNOSSS: GELIFIASSIONS
AEFGIIILORSSZ: GLORIFIASSIEZ
AEFGIIIMNNORS: MAGNIFIERIONS
AEFGIIINNSSST: SIGNIFIASSENT
AEFGIIINORRST: GRATIFIERIONS
AEFGIIIRRRSTU: FERTIRRIGUAIS
AEFGIIIRRRTTU: FERTIRRIGUAIT
AEFGIILLMNORU: ANGUILLIFORME
AEFGIILNNORRS: FILIGRANERONS
AEFGIILNNORRT: FILIGRANERONT
AEFGIILNORRSS: FRAGILISERONS
AEFGIILNORRST: FRAGILISERONT
AEFGIILNORSST: GLORIFIASSENT
AEFGIILNORSSZ: FORLIGNASSIEZ
AEFGIILNOSSTU: ANGUSTIFOLIES
AEFGIIMNOSSSU: FUMIGEASSIONS
AEFGIINNOQSTU: ANTIFONGIQUES
AEFGIINNOQSUU: INFONUAGIQUES
AEFGIINOPRRTU: PREFIGURATION
AEFGIINOQSTTU: FONGISTATIQUE
AEFGIINORRSTT: INTERROGATIFS
AEFGIINORSSSU: REFUGIASSIONS
AEFGIINRRRTTU: FERTIRRIGUANT
AEFGIINRRSTUZ: TRANSFIGURIEZ
AEFGILNNOORRS: FLAGORNERIONS
AEFGILNNORSST: FORLIGNASSENT
AEFGILNNORSTU: SURGONFLAIENT
AEFGILNORRSSU: SURGONFLERAIS
AEFGILNORRSTU: SURGONFLERAIT
AEFGINNNOORTU: FOURGONNAIENT
AEFGINNOORRSU: FOURGONNERAIS
AEFGINNOORRTU: FOURGONNERAIT
AEFGINNRRSTTU: TRANSFIGURENT
AEFGINOORRRSU: FOURRAGERIONS
AEFGINRRSSSST: TRANSGRESSIFS
AEFGLNOORSTUU: FLUOTOURNAGES
AEFGLNORSSSSU: SURGONFLASSES
AEFGNNOORSSSU: FOURGONNASSES
AEFHIIIMSSTYZ: MYTHIFIASSIEZ
AEFHIIIORRSSZ: HORRIFIASSIEZ
AEFHIIMNSSTTY: MYTHIFIASSENT
AEFHIINNOSTTU: AUTHENTIFIONS
AEFHIINORRSST: HORRIFIASSENT
AEFHIMMOORRST: THERMOFORMAIS
AEFHIMMOORRTT: THERMOFORMAIT
AEFHMMNOORRTT: THERMOFORMANT
AEFIIIILMNNST: INFINITESIMAL
AEFIIIILMNPST: SIMPLIFIAIENT
AEFIIIILMPRSS: SIMPLIFIERAIS
AEFIIIILMPRST: SIMPLIFIERAIT
AEFIIIILNNSTZ: INFANTILISIEZ
AEFIIIINORRSS: INFERIORISAIS
AEFIIIINORRST: INFERIORISAIT
AEFIIIINRSSTZ: NITRIFIASSIEZ
AEFIIIIRSSTVZ: VITRIFIASSIEZ
AEFIIIJSSSTUZ: JUSTIFIASSIEZ
AEFIIILLMRSTU: MULTIFILAIRES
AEFIIILLNORSS: FILIALISERONS
AEFIIILLNORST: FILIALISERONT
AEFIIILLORRTU: TRIFOUILLERAI
AEFIIILMNNSST: INFANTILISMES
AEFIIILMNOPRS: AMPLIFIERIONS
AEFIIILMPSSSS: SIMPLIFIASSES
AEFIIILNNNSTT: INFANTILISENT
AEFIIILNNOPRS: PLANIFIERIONS
AEFIIILNNORSS: FINALISERIONS
AEFIIILNNOSSS: LENIFIASSIONS
AEFIIILNOQRSU: QUALIFIERIONS
               REQUALIFIIONS
AEFIIILNORSTT: FERTILISATION
AEFIIILNOSSST: FOSSILISAIENT
AEFIIILNRSSTZ: INFILTRASSIEZ
AEFIIILORSSSS: FOSSILISERAIS
AEFIIILORSSST: FOSSILISERAIT
AEFIIIMNNOSST: FEMINISATIONS
AEFIIIMNORRSU: UNIFORMISERAI
AEFIIIMNORSSS: MASSIFIERIONS
AEFIIIMNORSTZ: INFORMATISIEZ
AEFIIIMORSSTZ: MORTIFIASSIEZ
AEFIIIMSSSTYZ: MYSTIFIASSIEZ
AEFIIINNNOSST: FISSIONNAIENT
AEFIIINNOPRSS: PERSONNIFIAIS
AEFIIINNOPRST: PERSONNIFIAIT
AEFIIINNORRST: INFERIORISANT
AEFIIINNORSSS: FISSIONNERAIS
AEFIIINNORSST: FISSIONNERAIT
AEFIIINNRSSTT: NITRIFIASSENT
AEFIIINOPSSTZ: PONTIFIASSIEZ
AEFIIINORRSST: STARIFIERIONS
AEFIIINORSSSV: VERIFIASSIONS
AEFIIINRSSTTV: VITRIFIASSENT
AEFIIIRSSSSUZ: RUSSIFIASSIEZ
AEFIIJNSSSTTU: JUSTIFIASSENT
AEFIIKLLOORRS: FOLKLORISERAI
AEFIILLMNORTU: FOURMILLAIENT
AEFIILLMORRSU: FOURMILLERAIS
AEFIILLMORRTU: FOURMILLERAIT
AEFIILLMORSTU: TRIFOUILLAMES
AEFIILLNNOSTU: ENFUTAILLIONS
AEFIILLNOORSU: FOUAILLERIONS
AEFIILLNOSSSU: FEUILLASSIONS
AEFIILLORRSTU: FRISTOUILLERA
               TRIFOUILLERAS
AEFIILLORSSTU: TRIFOUILLASSE
AEFIILLORSSUZ: FROUILLASSIEZ
AEFIILLORSTTU: TRIFOUILLATES
AEFIILMNOPRSS: PLASMIFIERONS
AEFIILMNOPRST: PLASMIFIERONT
AEFIILMNORSTU: FULMINATOIRES
AEFIILNNORSSS: RENFILASSIONS
               RENIFLASSIONS
AEFIILNNORSUX: FLUXIONNAIRES
AEFIILNNRSSTT: INFILTRASSENT
AEFIILNOOPRRT: PROLIFERATION
AEFIILNOOPRSS: PREFOLIAISONS
AEFIILNOOPRST: PREFOLIATIONS
AEFIILNOOSSSX: EXFOLIASSIONS
AEFIILNOPRSSS: PASSIFLORINES
AEFIILNOPRSST: PLASTIFIERONS
AEFIILNOPRSTT: PLASTIFIERONT
AEFIILNORSSST: RELIFTASSIONS
               TREFILASSIONS
AEFIILNORSTTX: EXFILTRATIONS
AEFIILOSSSSSS: FOSSILISASSES
AEFIIMMNORSSU: UNIFORMISAMES
AEFIIMNNORSTT: INFORMATISENT
AEFIIMNOOPRRT: IMPERFORATION
AEFIIMNOQRSTU: INFORMATIQUES
AEFIIMNORRRSU: SURINFORMERAI
AEFIIMNORRSSS: FRIMASSERIONS
               RENFORMISSAIS
AEFIIMNORRSST: RENFORMISSAIT
AEFIIMNORRSSU: UNIFORMISERAS
AEFIIMNORSSSU: UNIFORMISASSE
AEFIIMNORSSTT: MORTIFIASSENT
AEFIIMNORSSTU: UNIFORMISATES
AEFIIMNOSSSTU: TUMEFIASSIONS
AEFIIMNSSSTTY: MYSTIFIASSENT
AEFIINNNOPRST: PERSONNIFIANT
AEFIINNNORSST: FRISSONNAIENT
AEFIINNOOPRSS: SAPONIFIERONS
AEFIINNOOPRST: SAPONIFIERONT
AEFIINNOOPRSU: ENFIROUAPIONS
AEFIINNOOSSSZ: FOISONNASSIEZ
AEFIINNOPRSSZ: FRIPONNASSIEZ
AEFIINNOPSSTT: PONTIFIASSENT
AEFIINNOQRSTU: QUANTIFIERONS
AEFIINNOQRTTU: QUANTIFIERONT
AEFIINNORRSSS: FRISSONNERAIS
AEFIINNORRSST: FRATERNISIONS
               FRISSONNERAIT
AEFIINNORSSTU: FOURNISSAIENT
AEFIINNOSSSSS: FISSIONNASSES
AEFIINNOSSSST: FESTINASSIONS
               INFESTASSIONS
AEFIINNOSSSSU: ENSUIFASSIONS
AEFIINNOSSSUZ: FUSIONNASSIEZ
AEFIINOORRSSV: FAVORISERIONS
AEFIINOPRSSSX: PREFIXASSIONS
AEFIINOQRRSTU: TRAFIQUERIONS
AEFIINOQRSSUZ: FORNIQUASSIEZ
AEFIINORRSSTT: STRATIFIERONS
AEFIINORRSTTT: STRATIFIERONT
AEFIINORSSTTU: STATUFIERIONS
AEFIINRSSSSTU: RUSSIFIASSENT
AEFIIORSSSTTZ: FRISOTTASSIEZ
AEFIJNOORSSST: FORJETASSIONS
AEFIKLLMOORSS: FOLKLORISAMES
AEFIKLLOORRSS: FOLKLORISERAS
AEFIKLLOORSSS: FOLKLORISASSE
AEFIKLLOORSST: FOLKLORISATES
AEFILLMNORSTU: FOURMILLANTES
AEFILLMORSSSU: FOURMILLASSES
AEFILLNORSSTU: FROUILLASSENT
AEFILMMNOORSS: SALMONIFORMES
AEFILMNNNOOPS: EMPLAFONNIONS
AEFILMNOORRSS: FORMALISERONS
AEFILMNOORRST: FORMALISERONT
AEFILMNOORRSU: MAROUFLERIONS
AEFILMNOORRTU: REFORMULATION
AEFILNNNOOPRS: PLAFONNERIONS
AEFILNNOOSSUZ: FOULONNASSIEZ
AEFILNNORRSST: TRANSFILERONS
AEFILNNORRSTT: TRANSFILERONT
AEFILNOOPRRSS: PREFLORAISONS
AEFILNOORRSST: RAFISTOLERONS
AEFILNOORRSTT: RAFISTOLERONT
AEFILNOORSSSU: REFOULASSIONS
AEFILOOPSSTUU: EPOUSTOUFLAIS
AEFILOOPSTTUU: EPOUSTOUFLAIT
AEFIMMNORRSST: TRANSFORMISME
AEFIMMNORRSSU: SURINFORMAMES
AEFIMNNOOORST: NEOFORMATIONS
AEFIMNNOOSSST: FOMENTASSIONS
AEFIMNNORRSST: RENFORMISSANT
AEFIMNOOPRRST: PREFORMATIONS
AEFIMNOORRSSS: REFORMASSIONS
AEFIMNOOSSSTU: MOUFETASSIONS
AEFIMNORRRSSU: SURINFORMERAS
AEFIMNORRSSSU: SURINFORMASSE
AEFIMNORRSSTT: TRANSFORMISTE
AEFIMNORRSSTU: SURINFORMATES
AEFINNNOOSSST: FOISONNASSENT
AEFINNNOPRSST: FRIPONNASSENT
AEFINNNORSSST: FRISSONNANTES
AEFINNNOSSSTU: FUSIONNASSENT
AEFINNOQRSSTU: FORNIQUASSENT
