AAAAABBCDRRS: ABRACADABRAS
EEIINORRSSTV: REVISITERONS
EEIINORRSTTV: INTROVERTIES
              REVISITERONT
              RIVETTERIONS
EEIINORRTTTZ: TROTTINERIEZ
EEIINORRTTUZ: TONITRUERIEZ
EEIINORSSSTV: REVETISSIONS
EEIINORSSTTZ: RETONTISSIEZ
EEIINPQQRUUU: PIQUENIQUEUR
EEIINPRRTTUV: INTERRUPTIVE
EEIINRSSSTUV: INVESTISSEUR
              SURINVESTIES
EEIINRSSTTUV: INVESTITURES
EEIIOOPQSTUZ: EPIZOOTIQUES
EEIIOOPRRSTT: POSTERIORITE
EEIIOOPRSSTV: SEROPOSITIVE
EEIIOORSSUVZ: VOUSSOIERIEZ
EEIIOPPRSSTV: PREPOSITIVES
EEIIOPQRSSTU: PERIOSTIQUES
EEIIOPRRSSTU: SUPERIORITES
EEIIOPSSSSTV: POSSESSIVITE
EEIIOPSSSTUZ: ESPOUTISSIEZ
EEIIORRRSSTZ: RESSORTIRIEZ
EEIIORRSSTUV: OUVRIERISTES
EEIIORRSSUVZ: REOUVRISSIEZ
EEIIORRSTTTU: RESTITUTOIRE
EEIIPQRRSTUU: PERQUISITEUR
EEIIPQRRSUUZ: SURPIQUERIEZ
EEIIPRRSSSUZ: PRESSURISIEZ
EEIIPRSSSTUU: SPIRITUEUSES
EEIIQRRSTUUZ: RUSTIQUERIEZ
EEIIRRRSTTUZ: SURTITRERIEZ
EEIJLLMNORSU: JUMELLERIONS
EEIJLNNOORSV: ENJOLIVERONS
EEIJLNNOORTV: ENJOLIVERONT
EEIJNNOORTTY: JOINTOYERENT
EEIJNOORRTUY: REJOINTOYEUR
EEIJNOOSSTUY: JOINTOYEUSES
EEIJNORRSTUV: VERJUTERIONS
EEIKLNOOORRS: RELOOKERIONS
EEIKMNOOSSSU: MONOSKIEUSES
EEIKNNNORSSW: WRONSKIENNES
EEIKNNOOSSSV: KOSSOVIENNES
EEIKNNORSSTY: ENKYSTERIONS
EEILLLNNOOSS: ENSOLEILLONS
EEILLLNNOPSU: PULSIONNELLE
EEILLMMNOSTU: MOUILLEMENTS
EEILLMMSSTUU: MUTUELLISMES
EEILLMNNOOTZ: MOLLETONNIEZ
EEILLMNNORRV: VERMILLONNER
EEILLMNNORSV: VERMILLONNES
EEILLMNNORVZ: VERMILLONNEZ
EEILLMNORRSV: VERMILLERONS
EEILLMNORRTV: VERMILLERONT
EEILLMNORSSU: MUSELLERIONS
EEILLMNORSTT: TORMENTILLES
EEILLMNORTTT: TORTILLEMENT
EEILLMNOSTTU: EMOUSTILLENT
EEILLMNPTTUX: MULTIPLEXENT
EEILLMPRTUUX: MULTIPLEXEUR
EEILLMSSTTUU: MUTUELLISTES
EEILLNNNOOST: NOTIONNELLES
EEILLNNNORST: SILLONNERENT
EEILLNNOOPST: OPTIONNELLES
EEILLNNOORTU: TOURILLONNEE
EEILLNNOPRST: INTERPELLONS
EEILLNNOQRSU: ENQUILLERONS
EEILLNNOQRTU: ENQUILLERONT
EEILLNNORTTT: ENTORTILLENT
EEILLNOOPRST: POINTEROLLES
EEILLNOOPRSU: EPOUILLERONS
EEILLNOOPRTU: EPOUILLERONT
EEILLNOORSVY: VOLLEYERIONS
EEILLNOPQSTU: EQUIPOLLENTS
EEILLNOPRRSS: PERSILLERONS
EEILLNOPRRST: PERSILLERONT
EEILLNOPRRTT: TORPILLERENT
EEILLNOPRRTU: ROUPILLERENT
EEILLNOPRTTU: TOUPILLERENT
EEILLNOQSSUU: SOUQUENILLES
EEILLNORRSTU: RITOURNELLES
              TREUILLERONS
EEILLNORRTTT: TORTILLERENT
EEILLNORRTTU: TREUILLERONT
              TROUILLERENT
EEILLNORRTUV: VERROUILLENT
EEILLNOSSTUV: NOUVELLISTES
EEILLNRRSTTU: ILLUSTRERENT
EEILLOOQRSUZ: SOLILOQUEREZ
EEILLOPRSSUU: ROUPILLEUSES
EEILLOPSSTUU: TOUPILLEUSES
EEILLORRRUUV: VERROUILLEUR
EEILLORRSTTW: ROTTWEILLERS
EEILLPQSSTUY: SYLLEPTIQUES
EEILLQRRSSUU: RESQUILLEURS
EEILMMNNOPST: IMPLEMENTONS
EEILMMNOOPRS: POMMELERIONS
EEILMMNOPRSU: EMPLUMERIONS
EEILMNNNORSU: ENLUMINERONS
EEILMNNNORTU: ENLUMINERONT
EEILMNNNOSTU: EMULSIONNENT
EEILMNNOPRSS: IMPERSONNELS
EEILMNOOOPSS: MONOPOLISEES
EEILMNOOPRRS: REMPLOIERONS
EEILMNOOPRRT: REMPLOIERONT
EEILMNOOPRSY: REEMPLOYIONS
EEILMNOORRSU: REMOULERIONS
EEILMNOORSST: MOLESTERIONS
EEILMNOORSTT: MOLETTERIONS
EEILMNOOSTUV: LOUVOIEMENTS
EEILMNOPRSTY: POLYMERISENT
EEILMNOPTTTU: MULTIPOTENTE
EEILMNORRSTU: IRRESOLUMENT
              TREMULERIONS
EEILMNOSSSTT: LOTISSEMENTS
EEILMNOSSUUV: VOLUMINEUSES
EEILMOOPRSTT: METROPOLITES
EEILMOOPRSTU: PLEUROTOMIES
EEILMOPPQRUY: PREOLYMPIQUE
EEILMOPQRSUY: POLYMERIQUES
EEILMOPQSSUY: POLYSEMIQUES
EEILMOPRSSTY: PROSELYTISME
EEILMOPRSTUV: PLUVIOMETRES
EEILMOQRTUUV: VOLUMETRIQUE
EEILMORRSUUZ: SURMOULERIEZ
EEILMORSSUUZ: REMOULUSSIEZ
EEILMPRRSSSU: REMPLISSEURS
EEILNNNOORSS: LESIONNERONS
EEILNNNOORST: LESIONNERONT
EEILNNNOORTT: LOTIONNERENT
EEILNNNOPRSU: UNIPERSONNEL
EEILNNNOPSTU: PLUTONIENNES
EEILNNOOPPSV: ENVELOPPIONS
EEILNNOOPRRT: POLTRONNERIE
EEILNNOORRST: RENTOILERONS
EEILNNOORRSU: ENROULERIONS
EEILNNOORRTT: RENTOILERONT
EEILNNOORSSV: NOVELISERONS
EEILNNOORSTV: NOVELISERONT
              VIOLENTERONS
EEILNNOORSUV: RENOUVELIONS
EEILNNOORTTU: NITROTOLUENE
EEILNNOORTTV: VIOLENTERONT
EEILNNOORTUV: REVOLUTIONNE
EEILNNOOSSTT: TOLSTOIENNES
EEILNNOOSSTU: SOLUTIONNEES
EEILNNOQRTTU: INTERLOQUENT
EEILNOOPRRST: PETROLERIONS
EEILNOOPRRSX: EXPLORERIONS
EEILNOOPRSSX: EXPLOSERIONS
EEILNOOPRSTT: TELEPORTIONS
EEILNOOPRSTX: EXPLOITERONS
EEILNOOPRTTX: EXPLOITERONT
EEILNOOQRSTU: LOQUETERIONS
              RELOQUETIONS
EEILNOORRSTV: REVOLTERIONS
EEILNOORSSUV: SOULEVERIONS
EEILNOORSTTT: TOILETTERONS
EEILNOORSTTV: VIOLETTERONS
              VOLETTERIONS
EEILNOORSTUV: LOUVETERIONS
              VELOUTERIONS
EEILNOORTTTT: TOILETTERONT
EEILNOORTTTV: VIOLETTERONT
EEILNOPPRSSU: SUPPLEERIONS
EEILNOPPRTTU: PLURIPOTENTE
EEILNOPQRRSU: REPLIQUERONS
EEILNOPQRRTU: REPLIQUERONT
EEILNOPQRSUX: EXPLIQUERONS
              REEXPLIQUONS
EEILNOPQRTUX: EXPLIQUERONT
EEILNOPRRSSS: REPLISSERONS
EEILNOPRRSST: REPLISSERONT
EEILNOPRSSUX: EXPULSERIONS
EEILNOPRSTVY: POLYNEVRITES
EEILNOQRRSUU: RELUQUERIONS
EEILNOQRSTUV: VENTRILOQUES
EEILNORRSSSU: RUISSELERONS
EEILNORRSSTU: RUISSELERONT
EEILNORRSSTY: RESTYLERIONS
EEILNORRSSUV: REVULSERIONS
EEILNORRSTTZ: LINZERTORTES
EEILNPQRTUUZ: QUINTUPLEREZ
EEILNPRRRTUU: PEINTURLURER
EEILNPRRSTUU: PEINTURLURES
EEILNPRRTUUZ: PEINTURLUREZ
              TURLUPINEREZ
EEILOOOPRSTT: PROTOETOILES
EEILOOPPRSST: LEPTOSPIROSE
EEILOORRSSTU: RESOLUTOIRES
EEILOORRSTTU: ROULOTTIERES
EEILOORRTTUZ: ROULOTTERIEZ
EEILOPPRRSUZ: PROPULSERIEZ
EEILOPPRSSTU: SUPPLETOIRES
EEILOPQRSTUY: PROSELYTIQUE
EEILOPRRSTUX: SUREXPLOITER
EEILOPRRSYYZ: PYROLYSERIEZ
EEILOPRSSTUX: SUREXPLOITES
EEILOPRSTUXZ: SUREXPLOITEZ
EEILORRSTUVZ: SURVOLTERIEZ
EEILORSSUUVZ: REVOULUSSIEZ
EEILPRRSSUUV: PULVERISEURS
EEIMMNNOORRS: RENOMMERIONS
EEIMMNOOPRSS: MONOSPERMIES
EEIMMNOOQRTU: METRONOMIQUE
EEIMMNOOQSSU: MONOSEMIQUES
EEIMMNOORRSS: MEMORISERONS
EEIMMNOORRST: MEMORISERONT
EEIMMNOPPRRT: IMPROPREMENT
EEIMMNOQSTUY: METONYMIQUES
EEIMMNORRSUZ: SURNOMMERIEZ
EEIMMNOSSSTV: VOMISSEMENTS
EEIMMNQSTTUY: MYSTIQUEMENT
EEIMMNRSSSTU: MURISSEMENTS
EEIMMPRSSUVV: SEMPERVIVUMS
EEIMNNNOOPST: EMPOISONNENT
EEIMNNNOORST: ORNEMENTIONS
EEIMNNNOORSV: MONROVIENNES
EEIMNNNOORSY: MOYENNERIONS
EEIMNNNOORTT: MOTIONNERENT
EEIMNNNOPRST: EMPRISONNENT
EEIMNNNOSSTU: SUSMENTIONNE
EEIMNNOOOPRT: PROMOTIONNEE
EEIMNNOOPPRZ: POMPONNERIEZ
EEIMNNOOPRRS: PROMENERIONS
EEIMNNOOPRSS: EMPOISSONNER
              REMPOISSONNE
EEIMNNOOPRSU: EMPOISONNEUR
EEIMNNOOPSSS: EMPOISSONNES
EEIMNNOOPSSZ: EMPOISSONNEZ
EEIMNNOOPSTT: OMNIPOTENTES
EEIMNNOORRST: REMONTERIONS
EEIMNNOORRTT: MONITORERENT
EEIMNNOORSST: MONETISERONS
EEIMNNOORSSZ: MOISSONNEREZ
EEIMNNOORSTT: MENOTTERIONS
              MONETISERONT
EEIMNNOORSTU: MOUTONNERIES
              MOUTONNIERES
EEIMNNOORTTU: TOURNOIEMENT
EEIMNNOORTUZ: MOUTONNERIEZ
EEIMNNOOSSSU: MOISSONNEUSE
EEIMNNOPQSUU: PNEUMONIQUES
EEIMNNOPRRTT: INTERROMPENT
EEIMNNOPRSST: OMNIPRESENTS
EEIMNNORRSSU: NUMERISERONS
              SURMENERIONS
EEIMNNORRSTU: NUMERISERONT
EEIMNNORSSTU: MONTREUSIENS
EEIMNNORTTTT: TROTTINEMENT
EEIMNNPRSSTU: PREMUNISSENT
EEIMNNRRSTTU: INSTRUMENTER
EEIMNNRSSTTU: INSTRUMENTES
EEIMNNRSTTUZ: INSTRUMENTEZ
EEIMNOOORSTU: OENOTOURISME
EEIMNOOORSTZ: OZONOMETRIES
EEIMNOOPRRSS: REIMPOSERONS
EEIMNOOPRRST: EMPORTERIONS
              REIMPOSERONT
              REMPOTERIONS
EEIMNOOPRSSS: EMPOISSERONS
EEIMNOOPRSST: EMPOISSERONT
              ESTOMPERIONS
EEIMNOOQRTTU: TONOMETRIQUE
EEIMNOORRSTT: MOTORISERENT
EEIMNOORRSTV: REMOTIVERONS
EEIMNOORRTTV: REMOTIVERONT
EEIMNOORSSSU: EMOUSSERIONS
EEIMNOORSSTT: TOTEMISERONS
EEIMNOORSTTT: TOTEMISERONT
EEIMNOOSSTUV: VOUSOIEMENTS
              VOUSSOIEMENT
EEIMNOOSTUVV: VOUVOIEMENTS
EEIMNOPRRRTZ: INTERROMPREZ
EEIMNOPRRSSU: EMPRESURIONS
              PRESUMERIONS
EEIMNOPRRSTT: PERMETTRIONS
EEIMNOPRRSTU: INTERROMPUES
              PERMUTERIONS
              REIMPUTERONS
EEIMNOPRRTTU: REIMPUTERONT
EEIMNOPRRTUV: IMPROUVERENT
              PREVENTORIUM
EEIMNOPRRTUZ: IMPORTUNEREZ
EEIMNOPRSTTV: SPORTIVEMENT
EEIMNOPSSTUV: POUSSIVEMENT
EEIMNORRSSSU: SURSEMERIONS
EEIMNORRSTUV: ENTROUVRIMES
EEIMNORRSTUZ: SURMONTERIEZ
EEIMNORSSSST: ROSISSEMENTS
EEIMNORSSSUV: RESSOUVINMES
EEIMNPPRRSTU: SUPPRIMERENT
EEIMNPRRSTUX: SUREXPRIMENT
EEIMNRRSSTTU: MEURTRISSENT
EEIMOOPQRSTU: PROTEOMIQUES
EEIMOOPQRTTU: OPTOMETRIQUE
              TOPOMETRIQUE
EEIMOOPRSTTT: OPTOMETRISTE
EEIMOPPRSSTV: PRESOMPTIVES
EEIMOPQRRTUY: PYROMETRIQUE
EEIMOPRRSSUZ: SURIMPOSEREZ
EEIMOPRSTTTT: TROMPETTISTE
EEIMOQSSTTTU: MOQUETTISTES
EEIMORRSTUVZ: SURMOTIVEREZ
EEIMRRRSSTUU: MEURTRISSURE
EEINNNNOORST: ENTONNERIONS
              TENONNERIONS
EEINNNOOPRSS: ESPIONNERONS
EEINNNOOPRST: ESPIONNERONT
EEINNNOORRRZ: RONRONNERIEZ
EEINNNOORRSS: RESONNERIONS
EEINNNOORSTT: TORTONIENNES
EEINNNOPRSTT: PISTONNERENT
EEINNNOQSTTU: QUESTIONNENT
EEINNNORRSTU: ENTRENUIRONS
EEINNNORRTTU: ENTRENUIRONT
EEINNNORSSTU: ENTRENUISONS
EEINNOOORRST: RONEOTERIONS
EEINNOOPPRSU: POUPONNIERES
EEINNOOPPRUZ: POUPONNERIEZ
EEINNOOPRRST: PRENOTERIONS
              REPOINTERONS
EEINNOOPRRTT: REPOINTERONT
EEINNOOPRRTZ: PORTIONNEREZ
EEINNOOPRSST: ENTREPOSIONS
EEINNOOPSSSU: POISSONNEUSE
EEINNOOQRTUU: NEUROTONIQUE
EEINNOORRSST: SONORISERENT
              TENORISERONS
EEINNOORRSTT: TENORISERONT
EEINNOORRSTU: ENTOURERIONS
EEINNOORSSST: STENOSERIONS
EEINNOORSSTT: ENTRETOISONS
EEINNOORSTUV: ENVOUTERIONS
EEINNOORSTUX: NEUROTOXINES
EEINNOORSTVY: ENTREVOYIONS
EEINNOOSTTVY: TENOSYNOVITE
EEINNOPRRSTT: INTERPRETONS
EEINNOPRRSTU: PEINTURERONS
EEINNOPRRTTU: PEINTURERONT
EEINNOPRSSST: PRESSENTIONS
EEINNOPRSSTT: SEPTENTRIONS
EEINNOPRSSTU: PROUSTIENNES
EEINNOPRTTTV: VENTRIPOTENT
EEINNOQRSSTU: ESQUINTERONS
EEINNOQRSSUU: ENSUQUERIONS
EEINNOQRSTTU: ESQUINTERONT
EEINNOQRSTUU: NEUTRONIQUES
              QUESTIONNEUR
EEINNOQRTTUY: QUINTOYERENT
EEINNORRRSUV: NERVURERIONS
EEINNORRSSST: RESSENTIRONS
EEINNORRSSSV: REVERNISSONS
              VERNISSERONS
EEINNORRSSTT: RESSENTIRONT
EEINNORRSSTV: VERNISSERONT
EEINNORRTTTT: TROTTINERENT
EEINNORRTTTU: TONITRUERENT
EEINNORSSSTT: ENTRETISSONS
              RETENTISSONS
EEINNORSSTTT: RETONTISSENT
EEINNORSSTYZ: SYNTONISEREZ
EEINOOPPRRSS: PREPOSERIONS
EEINOOPQRSTU: NEOTROPIQUES
              PRONOSTIQUEE
EEINOOPRRRSS: PRESONORISER
EEINOOPRRRST: REPERTORIONS
              REPORTERIONS
EEINOOPRRSSS: PRESONORISES
EEINOOPRRSST: ESTROPIERONS
EEINOOPRRSSZ: PRESONORISEZ
EEINOOPRRSTT: ESTROPIERONT
EEINOOPRRSTU: RETOUPERIONS
EEINOOPRRSTX: EXPORTERIONS
              REEXPORTIONS
EEINOOPRRSUV: EPROUVERIONS
EEINOOPRRTUV: REPOURVOIENT
EEINOOPRSSSS: SPONSORISEES
EEINOOPRSSSU: SOUPESERIONS
EEINOOPRTUUZ: POUTOUNERIEZ
EEINOOPSSSTU: EPOUSSETIONS
EEINOOPSTTTT: TOTIPOTENTES
EEINOOQRRSTU: RETOQUERIONS
EEINOOQRRSUV: REVOQUERIONS
EEINOOQRSSTU: ESTOQUERIONS
EEINOOQRTUUX: NEUROTOXIQUE
EEINOORRRSTU: REROUTERIONS
EEINOORRRSTV: RETROVERSION
EEINOORRSTVX: EXTROVERSION
EEINOORSTTTX: TEXTOTERIONS
EEINOPPRSSTU: INSUPPORTEES
EEINOPQRSSUU: SUPERSONIQUE
EEINOPQRSTTU: PIQUETTERONS
EEINOPQRSUXY: PYROXENIQUES
EEINOPQRTTTU: PIQUETTERONT
EEINOPRRRSSU: PRESURERIONS
EEINOPRRRSTV: PERVERTIRONS
EEINOPRRRTTV: PERVERTIRONT
EEINOPRRSSST: PERSISTERONS
              REPETRISSONS
EEINOPRRSSTT: PERSISTERONT
EEINOPRRSTUV: VITUPERERONS
EEINOPRRTTUV: VITUPERERONT
EEINOPSSSTTU: ESPOUTISSENT
EEINOPSSTTTY: STENOTYPISTE
EEINOQRRSTTU: REQUITTERONS
EEINOQRRTTTU: REQUITTERONT
EEINOQRRTUUZ: TOURNIQUEREZ
EEINOQRSSSSU: ESQUISSERONS
EEINOQRSSSTU: ESQUISSERONT
              SEQUESTRIONS
EEINORRRSSSV: RESSERVIRONS
EEINORRRSSTT: RESSORTIRENT
EEINORRRSSTV: RESSERVIRONT
EEINORRRSTUZ: RISTOURNEREZ
EEINORRRTUVZ: ENTROUVRIREZ
EEINORRSSSST: STRESSERIONS
EEINORRSSSUV: RESSOUVENIRS
EEINORRSSTTU: RESTITUERONS
              TENUIROSTRES
EEINORRSSTUV: ENTROUVRISSE
              REOUVRISSENT
EEINORRSTTTU: RESTITUERONT
EEINORRSTTTW: RETWITTERONS
EEINORRSTTUU: TUTEURERIONS
EEINORRSTTUV: ENTROUVRITES
EEINORRSTTUX: TEXTURERIONS
EEINORRTTTTW: RETWITTERONT
EEINORSSSSUV: RESSOUVINSSE
EEINORSSSTUV: RESSOUVINTES
EEINORSTTTTT: TROTTINETTES
EEINORSTTTTU: TRISTOUNETTE
EEINPQRRSTUU: SURPIQUERENT
EEINPRRRTTUU: INTERRUPTEUR
EEINPRRSSSTU: PRESSURISENT
EEINQRRSTTUU: RUSTIQUERENT
EEINQRRSTUUZ: TRUSQUINEREZ
EEINRRRSTTTU: SURTITRERENT
EEIOOPPRSSTZ: POSTPOSERIEZ
EEIOOPQRRTUX: REPROTOXIQUE
EEIOOPQRRUVZ: PROVOQUERIEZ
EEIOOPRRRUVZ: REPOURVOIREZ
EEIOOPRRUVYZ: REPOURVOYIEZ
EEIOOPRSSSSS: POSSESSOIRES
EEIOORSSTTUZ: TOUSSOTERIEZ
EEIOORTUUYYZ: YOUYOUTERIEZ
EEIOPPPRSSUZ: PRESUPPOSIEZ
EEIOPPRRSTUZ: SUPPORTERIEZ
EEIOPQRSSTTU: PITTORESQUES
EEIOPRRSTTUZ: PROSTITUEREZ
EEIOPRSSTUUU: POURSUITEUSE
EEIOPRSSUUUV: POURSUIVEUSE
EEIORRRSSTUV: RETROVISEURS
EEIORRSSSSST: RESSORTISSES
EEIORRSSSSTZ: RESSORTISSEZ
EEIPRRSSSUUV: SUPERVISEURS
EEJNNOORRSSU: SEJOURNERONS
EEJNNOORRSTU: SEJOURNERONT
EEJNOOPRRSTT: PROJETTERONS
EEJNOOPRRTTT: PROJETTERONT
EEJNORRSSTTU: SURJETTERONS
EEJNORRSTTTU: SURJETTERONT
EELLLMNPSTUU: PULLULEMENTS
EELLMMNOOPRS: POMMELLERONS
EELLMMNOOPRT: POMMELLERONT
EELLMNNNOOTT: MOLLETONNENT
EELLMNNOOTUX: MOLLETONNEUX
EELLNPRSTUUV: PULVERULENTS
EELLOORRSSSU: ROUSSEROLLES
EELMMNOORRSU: REMMOULERONS
EELMMNOORRTU: REMMOULERONT
EELMMNOPRRSU: REMPLUMERONS
EELMMNOPRRTU: REMPLUMERONT
EELMNNNOORRS: MERLONNERONS
EELMNNNOORRT: MERLONNERONT
EELMNOOOPSSU: MONOPOLEUSES
EELMNOORRSUV: VERMOULERONS
EELMNOORRTUV: VERMOULERONT
EELMNORRSTUU: SURMOULERENT
EELMNORSSTUU: REMOULUSSENT
EELMSSTTUUUU: TUMULTUEUSES
EELNOOPPPRSY: POLYPROPENES
EELNOOPRRTUU: ENTOURLOUPER
EELNOOPRSTUU: ENTOURLOUPES
EELNOOPRTUUZ: ENTOURLOUPEZ
EELNOOQRSTTU: LOQUETTERONS
EELNOOQRTTTU: LOQUETTERONT
EELNOORRSSSU: ROUSSELERONS
EELNOORRSSTU: ROUSSELERONT
EELNOORRTTTU: ROULOTTERENT
EELNOORSTTUV: LOUVETTERONS
EELNOORTTTUV: LOUVETTERONT
EELNOPPRRSTU: PROPULSERENT
EELNOPPRSSTU: SEPTUPLERONS
EELNOPPRSTTU: SEPTUPLERONT
EELNOPRRSTYY: PYROLYSERENT
EELNOPRSSTUX: SEXTUPLERONS
EELNOPRSSTYY: POLYSTYRENES
EELNOPRSTTUX: SEXTUPLERONT
EELNORRSTTUV: SURVOLTERENT
EELNORSSTUUV: REVOULUSSENT
EELOPSSTUUUV: VOLUPTUEUSES
EEMMNNNOOTTU: MOUTONNEMENT
EEMMNNOOPRRS: PRENOMMERONS
EEMMNNOOPRRT: PRENOMMERONT
EEMMNNOOSTUV: MOUVEMENTONS
EEMMNNORRSTU: SURNOMMERENT
EEMNNNNOORRT: RONRONNEMENT
EEMNNNOOPPRT: POMPONNERENT
EEMNNNOORRSS: SERMONNERONS
EEMNNNOORRST: SERMONNERONT
EEMNNNOORTTU: MOUTONNERENT
EEMNNOOOPRSU: EPOUMONERONS
EEMNNOOOPRTU: EPOUMONERONT
EEMNNOOORSTU: MOTONEURONES
EEMNNOORRRST: REMONTRERONS
EEMNNOORRRTT: REMONTRERONT
EEMNNOORRSTU: NUMEROTERONS
              RENUMEROTONS
EEMNNOORRTTU: NUMEROTERONT
EEMNNOOSSTUU: MOUTONNEUSES
EEMNNOPRRSTU: EMPRUNTERONS
              REEMPRUNTONS
EEMNNOPRRTTU: EMPRUNTERONT
EEMNNORRSTTU: SURMONTERENT
EEMNOOPRRRST: REMPORTERONS
EEMNOOPRRRTT: REMPORTERONT
EEMNOOPRRSTT: TROMPETERONS
EEMNOOPRRTTT: TROMPETERONT
EEMNOOQRRRSU: REMORQUERONS
EEMNOOQRRRTU: REMORQUERONT
EEMNOOQRSTTU: MOQUETTERONS
EEMNOOQRTTTU: MOQUETTERONT
EEMNOORRSTUU: NEUROMOTEURS
EEMNOOSSTTTU: TOUSSOTEMENT
EEMNORRSSSTU: SENESTRORSUM
EEMNORRSTTUU: TOURMENTEURS
EEMNORSSSTUU: MONSTRUEUSES
EEMNRRSSSTUU: SUSURREMENTS
EEMOORRSSTUV: SERVOMOTEURS
EEMOPPRSTUUX: PRESOMPTUEUX
EENNNNOORRRT: RONRONNERENT
EENNNOOPPRTU: POUPONNERENT
EENNOOPRTTUU: POUTOUNERENT
EENNOORRRSTU: RETOURNERONS
EENNOORRRTTU: RETOURNERONT
EENNOORRSTUX: EXTOURNERONS
EENNOORRTTUX: EXTOURNERONT
EENNOORRTTUY: TOURNOYERENT
EENNOORSSSUV: RESSOUVENONS
EENNOORSSTUV: VENTOUSERONS
EENNOORSTTUV: ENTREVOUTONS
              VENTOUSERONT
EENNORSSSTTU: SUSTENTERONS
EENNORSSTTTU: SUSTENTERONT
EENOOPPRRRSS: PROSPERERONS
EENOOPPRRRST: PROSPERERONT
EENOOPPRRSSS: OPPRESSERONS
EENOOPPRRSST: OPPRESSERONT
EENOOPPRSSTT: POSTPOSERENT
EENOOPQRRTUV: PROVOQUERENT
EENOOPRRRSUV: REPROUVERONS
EENOOPRRRTUV: REPROUVERONT
EENOOPRRSSSU: REPOUSSERONS
EENOOPRRSSTT: PROTESTERONS
EENOOPRRSSTU: REPOUSSERONT
              ROUSPETERONS
EENOOPRRSTTT: PROTESTERONT
EENOOPRRSTTU: ROUSPETERONT
EENOOPRSSTTY: STEREOTYPONS
EENOOQRRRSTU: RETORQUERONS
EENOOQRRRTTU: RETORQUERONT
EENOOQRRSTUX: EXTORQUERONS
EENOOQRRTTUX: EXTORQUERONT
EENOORRRSTUV: RETROUVERONS
EENOORRRTTUV: RETROUVERONT
EENOORSSTTTU: TOUSSOTERENT
EENOORSSTUVY: VOUSSOYERENT
EENOORTTUUYY: YOUYOUTERENT
EENOPPPRSSTU: PRESUPPOSENT
EENOPPRRSTTU: SUPPORTERENT
EENOPQRRRSUU: PERRUQUERONS
EENOPQRRRTUU: PERRUQUERONT
EENOPRRRSSSU: PRESSURERONS
EENOPRRRSSTU: PRESSURERONT
EENOPRRRTUUV: REPOURVURENT
EEOOOOPRSSST: OSTEOPOROSES
EEOOPPRRTTYZ: PROTOTYPEREZ
EEOOPPSSSSUU: POUSSEPOUSSE
EEOOPRSSUUVY: POURVOYEUSES
EEOPRRSSSUUV: REPOURVUSSES
EEPPRRSSSSUU: SUPPRESSEURS
EFFFFIIISTTY: FIFTYFIFTIES
EFFGHIIOPPRS: HIPPOGRIFFES
EFFGIIIIORRZ: FRIGORIFIIEZ
EFFGIIINORRT: FRIGORIFIENT
EFFGIIIOQRRU: FRIGORIFIQUE
EFFGINNOORSU: ENGOUFFRIONS
EFFGINNORRSU: GRIFFONNEURS
EFFGINORRSSU: SURGREFFIONS
EFFIILNOPRSS: PERSIFFLIONS
EFFIINOORRST: FORTIFIERONS
EFFIINOORRTT: FORTIFIERONT
EFFIINORSSUX: SUFFIXERIONS
EFFIIORSSSUZ: SOUFFRISSIEZ
EFFILNNORSSU: INSUFFLERONS
EFFILNNORSTU: INSUFFLERONT
EFFILNOORSST: SIFFLOTERONS
EFFILNOORSSU: SOUFFLERIONS
EFFILNOORSTT: SIFFLOTERONT
EFFILNOOSSSU: ESSOUFFLIONS
EFFILNOOSSTU: SOUFFLETIONS
EFFINORSSSTU: SOUFFRISSENT
EFFIOORRTUUZ: FROUFROUTIEZ
EFFNOOQRSSUU: OFFUSQUERONS
              SUFFOQUERONS
EFFNOOQRSTUU: OFFUSQUERONT
              SUFFOQUERONT
EFFNOORRTTUU: FROUFROUTENT
EFGGIINNORSU: IGNIFUGERONS
EFGGIINNORTU: IGNIFUGERONT
EFGIIILNNORS: INFLIGERIONS
              LIGNIFIERONS
EFGIIILNNORT: LIGNIFIERONT
EFGIIINNORSS: SIGNIFIERONS
EFGIIINNORST: GENTRIFIIONS
              SIGNIFIERONT
EFGIIINNOSSS: FEIGNISSIONS
EFGIIINRSSTU: FIGURINISTES
EFGIILLLORSU: LIGULIFLORES
EFGIILLMOOQU: FILMOLOGIQUE
EFGIILLNOSUX: GELIFLUXIONS
EFGIILMNORSU: LINGUIFORMES
EFGIILNNOORS: FIGNOLERIONS
EFGIILNNORSU: FLINGUERIONS
EFGIILNOORRS: GLORIFIERONS
EFGIILNOORRT: GLORIFIERONT
EFGIIMNORSUV: VERMIFUGIONS
EFGIIMORRSST: STRIGIFORMES
EFGIINNOORRS: GOINFRERIONS
EFGIINNORRSU: FRINGUERIONS
EFGIINOPRRSU: PREFIGURIONS
EFGIINORSSTU: FUSTIGERIONS
EFGILNNOORRS: FORLIGNERONS
EFGILNNOORRT: FORLIGNERONT
EFGILNORRSUU: FULGURERIONS
EFGILOORSTUU: FUTUROLOGIES
EFGIMNOOORRT: TROGONIFORME
EFGIMNOOPRSS: SPONGIFORMES
EFGINNNOORRS: RENFROGNIONS
EFGINOORRSUU: FOURGUERIONS
              REFOURGUIONS
EFGLNNOOORRS: FORLONGERONS
EFGLNNOOORRT: FORLONGERONT
