AAABCC: CACABA
EFIMUZ: FUMIEZ
EFINOU: ENFOUI
        FOUINE
EFINPS: PENSIF
EFINPT: PIFENT
EFINRS: FREINS
        SNIFER
EFINRT: FIRENT
        FRETIN
EFINRU: ENFUIR
EFINSS: SNIFES
EFINST: FEINTS
        FESTIN
EFINSU: ENFUIS
        INFUSE
EFINSZ: SNIFEZ
EFINTU: ENFUIT
        FUIENT
EFINTX: FIXENT
EFIORR: FOIRER
EFIORS: EROSIF
        FOIRES
EFIORT: FIEROT
EFIORZ: FOIREZ
        FORIEZ
EFIOST: FIOTES
EFIOSU: FOUIES
        SOUFIE
EFIOTT: FIOTTE
EFIPRR: FRIPER
EFIPRS: FRIPES
        PERIFS
EFIPRX: PREFIX
EFIPRZ: FRIPEZ
EFIQRU: FRIQUE
EFIQSU: ESQUIF
EFIRRS: FRISER
EFIRRT: FRITER
EFIRRZ: FRIREZ
EFIRSS: FRISES
EFIRST: EFRITS
        FRITES
        RETIFS
EFIRSU: FURIES
        SUIFER
EFIRSV: REVIFS
        VERIFS
EFIRSZ: FRISEZ
EFIRTT: FITTER
        FRITTE
EFIRTU: FRUITE
        FUITER
        TUFIER
EFIRTZ: FRITEZ
EFIRUX: FIXEUR
EFIRUZ: FUIREZ
EFISSS: FISSES
EFISSU: FUISSE
        SUIFES
EFISTT: FITTES
EFISTU: FUITES
EFISUZ: FUSIEZ
        SUIFEZ
EFITTZ: FITTEZ
EFITUZ: FUITEZ
EFIUYZ: FUYIEZ
EFJLLS: FJELLS
EFJORT: FORJET
EFLLOS: FOLLES
EFLLOT: FOLLET
EFLMOR: FORMEL
        MOFLER
        MORFLE
EFLMOS: MOFLES
EFLMOU: MOUFLE
EFLMOZ: MOFLEZ
EFLMSU: MUFLES
EFLMUX: FLEXUM
EFLNOR: FRELON
        RONFLE
EFLNOS: FELONS
EFLNOT: LOFENT
        TEFLON
EFLNSU: FLENUS
EFLNTU: FLUENT
EFLOQU: FLOQUE
EFLORR: FROLER
EFLORS: FLORES
        FROLES
EFLORU: FLOUER
        FLUORE
        FOULER
        FUROLE
EFLORZ: FROLEZ
EFLOSU: FLOUES
        FLOUSE
        FOULES
EFLOTT: FLOTTE
EFLOTU: FLOUTE
EFLOUV: FLOUVE
EFLOUZ: FLOUEZ
        FLOUZE
        FOULEZ
EFLRSU: FLEURS
EFLRSY: FLYERS
EFLRTU: FLUTER
EFLRUX: FLUXER
        REFLUX
EFLSSU: FUSELS
EFLSTU: FLUETS
        FLUTES
EFLSUX: FLUXES
EFLTUZ: FLUTEZ
EFLUXZ: FLUXEZ
EFMNTU: FUMENT
EFMORR: FORMER
EFMORS: FORMES
EFMORU: FOURME
EFMORZ: FORMEZ
EFMOTU: MOUFTE
EFMRSU: FEMURS
        SMURFE
EFMRUU: FUMEUR
        FUMURE
EFMSTU: FUMETS
EFMUUX: FUMEUX
EFNNOT: FENTON
EFNORS: FERONS
        FREONS
EFNORT: FERONT
        FORENT
        REFONT
EFNOST: FESTON
        FETONS
        FONTES
EFNRTU: FURENT
EFNSTU: FUSENT
EFOORW: WOOFER
EFOPRS: PERFOS
        PROFES
EFORRT: FREROT
EFORRU: FOREUR
        FORURE
        FOURRE
        FROUER
EFORST: FORETS
        FORTES
EFORSU: FROUES
        FUEROS
        REFOUS
        SOUFRE
EFORSY: FOYERS
EFORTT: FROTTE
EFORTU: FOUTRE
        REFOUT
EFORUZ: FROUEZ
EFOSSS: FOSSES
EFOSTU: FOETUS
        FOUETS
        FOUTES
EFOTUU: FOUTUE
EFOTUZ: FOUTEZ
EFRRSU: SURFER
EFRRSY: FERRYS
EFRRUU: FUREUR
EFRSSU: SURFES
EFRSTU: FRUSTE
        FURETS
EFRSUZ: SURFEZ
EFRTUU: FUTURE
EFSSSU: FESSUS
        FUSSES
EFSSTU: FUSTES
EFSTTU: FUSTET
        TUFTES
EGGGNU: GUGGEN
EGGIJR: JIGGER
EGGILN: LEGGIN
EGGINR: GRIGNE
        GRINGE
EGGINU: GUIGNE
EGGIOT: GIGOTE
EGGIOZ: GOGIEZ
EGGIRU: GIGUER
EGGISU: GIGUES
EGGIUZ: GIGUEZ
EGGJOR: JOGGER
EGGJOS: JOGGES
EGGJOZ: JOGGEZ
EGGLOO: GOGOLE
        GOOGLE
EGGNOR: GROGNE
EGGNOT: GOGENT
EGGNRU: GRUNGE
EGGNTU: NUGGET
EGGORR: GORGER
EGGORS: GORGES
EGGORT: GORGET
EGGORU: GOUGER
EGGORZ: GORGEZ
EGGOSU: GOGUES
        GOUGES
EGGOUZ: GOUGEZ
EGGRRU: GRUGER
EGGRSU: GRUGES
EGGRUZ: GRUGEZ
EGHLPY: GLYPHE
EGHMMO: MEGOHM
EGHNOR: HONGRE
EGHOPY: HYPOGE
EGHOST: GOTHES
EGHOTT: GHETTO
EGIILS: LIGIES
EGIILT: LITIGE
EGIILV: VIGILE
EGIIMT: MITIGE
EGIIPZ: PIGIEZ
EGIIRS: GIRIES
EGIISV: VIGIES
EGIISZ: GISIEZ
EGIITZ: GITIEZ
        TIGIEZ
EGIJLN: JINGLE
EGIJNO: JOIGNE
EGIJUZ: JUGIEZ
EGILLR: GRILLE
EGILLS: GILLES
EGILLU: LIGULE
EGILMO: GLIOME
        LIMOGE
EGILMR: GREMIL
EGILNO: GNIOLE
        LEGION
EGILNR: GRELIN
        LIGNER
        LINGER
EGILNS: LIGNES
        LINGES
        SINGLE
EGILNT: GENTIL
EGILNU: LINGUE
EGILNZ: LIGNEZ
EGILOR: GIROLE
        GLOIRE
        RIGOLE
EGILOT: LIGOTE
EGILOV: VOLIGE
EGILOZ: LOGIEZ
EGILRS: GRESIL
EGILRT: TRIGLE
EGILRU: LIGUER
        LIGURE
EGILSS: GLISSE
        SIGLES
EGILST: GILETS
EGILSU: LIGUES
EGILUZ: GLUIEZ
        LIGUEZ
        LUGIEZ
EGIMNO: GOMINE
EGIMPR: GRIMPE
EGIMPU: GUIMPE
EGIMRR: GRIMER
        MIGRER
EGIMRS: GRIMES
        MIGRES
EGIMRZ: GRIMEZ
        MIGREZ
EGIMSU: MUGIES
EGINNS: ENGINS
EGINNU: INGENU
EGINOP: PIGEON
        POIGNE
EGINOR: IGNORE
        REGION
EGINOS: GENOIS
        GNOSIE
        OIGNES
        SOIGNE
EGINOU: GOUINE
EGINOZ: OIGNEZ
EGINPR: PIGNER
        PINGRE
EGINPS: PIGNES
EGINPT: PIGENT
EGINPZ: PIGNEZ
EGINRS: SIGNER
        SINGER
EGINRU: RUGINE
EGINSS: GNEISS
        SEINGS
        SIGNES
        SINGES
EGINST: GISENT
        SIGNET
EGINSV: VIGNES
EGINSZ: SIGNEZ
        SINGEZ
EGINTT: GITENT
        TIGENT
EGINTU: GUNITE
EGINUZ: ZINGUE
EGIORS: GOSIER
        GROIES
        ORGIES
EGIORT: GOITRE
        GRIOTE
EGIORU: ROUGIE
EGIOSV: OGIVES
EGIPPR: GRIPPE
EGIPRU: GUIPER
EGIPSU: GUIPES
EGIPUZ: GUIPEZ
EGIRRS: GERRIS
        GRISER
EGIRRT: TIGRER
EGIRRU: GUERIR
EGIRRV: GIVRER
EGIRSS: GRISES
EGIRST: GRISET
        STRIGE
        TIGRES
EGIRSU: GUERIS
        RUGIES
        SURGIE
EGIRSV: GIVRES
        GRIVES
EGIRSZ: GRISEZ
EGIRTU: GUERIT
EGIRTV: GRIVET
EGIRTZ: TIGREZ
EGIRUV: GUIVRE
EGIRVZ: GIVREZ
EGISSU: GUISES
EGISUX: EXIGUS
EGISUZ: ZIGUES
EGJLNO: JONGLE
EGJLNU: JUNGLE
EGJLUU: JUGULE
EGJNTU: JUGENT
EGJRUU: JUGEUR
EGLLOR: GROLLE
EGLMOO: MOGOLE
EGLMOS: GLOMES
        GOLEMS
EGLMSU: GLUMES
EGLNOP: PLONGE
EGLNOR: GRELON
        LONGER
        LORGNE
EGLNOS: GELONS
        GNOLES
        LONGES
        ONGLES
EGLNOT: LOGENT
        ONGLET
EGLNOU: LONGUE
        LOUNGE
        ONGULE
EGLNOZ: LONGEZ
EGLNTU: GLUENT
        GLUTEN
        LUGENT
EGLOPS: GOSPEL
EGLORS: ERGOLS
        GLOSER
        GROLES
        REGLOS
EGLORT: GRELOT
EGLORU: LOGEUR
        LOGUER
        LOUGRE
EGLOSS: GLOSES
EGLOSU: GOULES
        LOGUES
EGLOSZ: GLOSEZ
EGLOTT: GLOTTE
EGLOTU: GOULET
EGLOUU: GOULUE
EGLOUZ: LOGUEZ
EGLQUY: GLYQUE
EGLRSU: LUGERS
EGLRUU: LUGEUR
EGLTUU: TELUGU
EGMMOR: GOMMER
EGMMOS: GOMMES
EGMMOZ: GOMMEZ
EGMNOO: GOEMON
EGMNOR: GERMON
EGMNOS: GNOMES
EGMNTU: GNETUM
EGMORS: MORGES
EGMORU: GOURME
        MORGUE
EGMOST: MEGOTS
EGMRRU: MURGER
EGMRSU: GRUMES
        MURGES
EGMRUZ: MURGEZ
EGMTUU: MUGUET
EGNNOS: GENONS
EGNNOU: GUENON
EGNOOO: OOGONE
EGNOOR: ORONGE
EGNOPR: POGNER
EGNOPS: POGNES
        PONGES
EGNOPU: POUGNE
EGNOPZ: POGNEZ
EGNORR: ROGNER
        RONGER
EGNORS: GERONS
        GREONS
        ROGNES
        RONGES
        SONGER
EGNORT: TROGNE
EGNORU: GOUREN
EGNORZ: ROGNEZ
        RONGEZ
EGNOSS: GNOSES
        SONGES
EGNOSU: GUEONS
EGNOSZ: GONZES
        SONGEZ
EGNOUX: GENOUX
EGNRSU: GRENUS
EGNRTU: URGENT
EGNRTY: GENTRY
EGOOPT: POGOTE
EGOORV: GROOVE
EGOPRU: GROUPE
EGOPST: PEGOTS
EGORRS: REGROS
EGORRU: GOURER
EGORSS: GOSSER
        GROSSE
EGORST: ERGOTS
        GORETS
EGORSU: GOURES
        GROUSE
        ORGUES
        ROGUES
        ROUGES
EGORTT: GROTTE
EGORTU: GOUTER
        ROUGET
EGORUV: VOGUER
EGORUZ: GOUREZ
EGOSSS: GOSSES
EGOSSU: GOUSSE
EGOSSZ: GOSSEZ
EGOSTU: EGOUTS
        GOUETS
        GOUTES
EGOSUV: VOGUES
        VOUGES
EGOTTU: GOUTTE
EGOTUU: GOUTUE
EGOTUZ: GOUTEZ
EGOTYZ: ZYGOTE
EGOUVZ: VOGUEZ
EGPRRU: PURGER
EGPRSU: PURGES
EGPRUZ: PURGEZ
EGPSSY: GYPSES
EGRRSU: REGURS
EGRRTU: GRUTER
EGRRUY: GRUYER
EGRSSU: SURGES
EGRSTU: GRUTES
EGRSTY: STRYGE
EGRTUZ: GRUTEZ
EGRUWZ: GEWURZ
EGSSSU: GUSSES
EHHIKS: SHEIKH
EHHPSY: HYPHES
EHIIOR: HOIRIE
EHIIPP: HIPPIE
EHIKPR: KEPHIR
EHIKSS: SIKHES
EHILMU: HELIUM
EHILNO: HELION
EHILOS: HELIOS
EHILOT: HILOTE
EHILPS: SILPHE
EHILPV: PEHLVI
EHILRS: RELISH
EHILRU: HUILER
EHILSU: HUILES
EHILUZ: HUILEZ
EHIMNR: MENHIR
EHIMNU: INHUME
EHIMST: ISTHME
EHIMTY: THYMIE
EHIMUZ: HUMIEZ
EHINNN: HENNIN
EHINNO: HONNIE
EHINNR: HENNIR
EHINNS: HENNIS
EHINNT: HENNIT
EHINOP: PHONIE
EHINPX: PHENIX
EHINRU: HUNIER
EHINTZ: ZENITH
EHIOPR: ORPHIE
EHIOPS: HOPIES
EHIOPT: OPHITE
EHIOST: HOSTIE
EHIOUZ: HOUIEZ
EHIPPR: PERIPH
EHIPTY: PYTHIE
EHIRSS: HISSER
        SHIRES
EHIRSV: HIVERS
EHIRTU: HUITRE
EHISSS: HISSES
EHISSZ: HISSEZ
EHITTU: TUTHIE
EHJOPS: JOSEPH
EHKLOU: KOHEUL
EHKMRS: KHMERS
EHKPRY: KEPHYR
EHLLUU: HULULE
EHLMPY: LYMPHE
EHLNOP: PHENOL
EHLNOS: HELONS
EHLORT: HOLTER
EHLOSS: SHEOLS
EHLOST: HOTELS
EHLOSU: HOULES
EHLPSU: PEUHLS
EHLPSY: SYLPHE
EHLRRU: HURLER
EHLRSU: HURLES
EHLRUZ: HURLEZ
EHLSSW: WELSHS
EHLSTT: SHTETL
EHMMOS: HOMMES
EHMNPY: NYMPHE
EHMNSY: HYMENS
        HYMNES
EHMNTU: HUMENT
EHMRRU: MURRHE
        RHUMER
EHMRRY: MYRRHE
EHMRSU: MUSHER
        RHUMES
EHMRTY: RYTHME
EHMRUU: HUMEUR
EHMRUZ: RHUMEZ
EHMSTY: MYTHES
EHNOOR: HONORE
EHNOPS: PHONES
EHNORS: HERONS
EHNOST: HONTES
EHNOTU: HOUENT
EHNPSY: HYPNES
EHNRSY: HENRYS
EHNRTU: HUNTER
        THURNE
EHNSTU: SHUNTE
        THUNES
EHNSTY: SYNTHE
EHOOST: SHOOTE
EHOPPU: HOUPPE
EHOPQU: PHOQUE
EHOPSY: HYSOPE
EHOQTU: HOQUET
EHOQUU: HOUQUE
EHORST: RHETOS
EHORTT: HOTTER
EHOSSU: HOUSES
        HOUSSE
EHOSTT: HOTTES
EHOTTZ: HOTTEZ
EHPPSU: HUPPES
EHPRSY: HYPERS
        SYRPHE
EHPRYZ: ZEPHYR
EHPSSY: PHYSES
EHRRSY: SHERRY
EHRSSU: RHESUS
        RUSHES
EHRSTU: HEURTS
EHRSTY: THYRSE
EHSTTU: HUTTES
EHSTUU: HUTUES
EIIINT: INITIE
EIIJMS: MEIJIS
EIIKKN: NIKKEI
EIIKLZ: LIKIEZ
EIIKNN: KININE
EIIKNR: KEIRIN
EIIKRS: REIKIS
EIIKSZ: SKIIEZ
EIILLP: ILLIPE
EIILLT: ILLITE
EIILMR: LIMIER
EIILMT: LIMITE
        MILITE
EIILMU: MILIEU
EIILMZ: LIMIEZ
EIILNR: LINIER
EIILNS: ILIENS
EIILPR: PILIER
EIILPZ: PILIEZ
        PLIIEZ
EIILRS: LISIER
EIILRV: VIRILE
EIILRX: ELIXIR
EIILRZ: LIRIEZ
EIILSZ: LISIEZ
        SILIEZ
EIILTZ: LITIEZ
EIIMMN: MIMINE
        MINIME
EIIMMZ: MIMIEZ
EIIMNR: MINIER
EIIMNS: IMINES
        SIMIEN
EIIMNT: INTIME
EIIMNZ: MINIEZ
EIIMOS: MOISIE
EIIMOT: MOITIE
EIIMPS: IMPIES
EIIMRT: IMITER
EIIMRZ: MIRIEZ
        RIMIEZ
EIIMST: IMITES
EIIMSZ: MISIEZ
EIIMTX: MIXITE
EIIMTZ: IMITEZ
        MITIEZ
EIIMXZ: MIXIEZ
EIINNO: IONIEN
EIINNT: INTINE
EIINOR: IRONIE
EIINOS: IONISE
EIINOU: INOUIE
EIINPT: PIETIN
EIINQU: INIQUE
EIINRS: IRIENS
EIINSS: SINISE
EIINST: SINITE
EIINTU: INUITE
EIINTV: INVITE
EIINVZ: VINIEZ
EIIORV: IVOIRE
        VOIRIE
EIIOSV: OISIVE
EIIPPR: PIPIER
EIIPPZ: PIPIEZ
EIIPRS: PIERIS
EIIPRZ: PRIIEZ
        RIPIEZ
EIIPST: PITIES
EIIPTZ: TIPIEZ
EIIRRS: IRISER
EIIRRT: IRRITE
EIIRRZ: RIRIEZ
EIIRSS: IRISES
EIIRSZ: IRISEZ
EIIRTT: TRITIE
EIIRTZ: TIRIEZ
        TRIIEZ
EIIRVV: VIVIER
EIIRVZ: RIVIEZ
        VIRIEZ
EIISTV: VISITE
EIISTZ: TISIEZ
EIISUV: SUIVIE
EIISVZ: VISIEZ
EIIVVZ: VIVIEZ
EIJKNU: JUNKIE
EIJLNU: JULIEN
EIJLOS: JOLIES
EIJLOT: JOLIET
EIJLSU: JULIES
EIJMOS: EMOJIS
EIJMOT: MIJOTE
EIJNOT: JOINTE
EIJNOV: JOVIEN
EIJNRU: INJURE
EIJORU: REJOUI
EIJOUZ: JOUIEZ
EIJPRU: JUPIER
EIJRUZ: JURIEZ
EIJSSU: JUSSIE
EIJSUV: JUIVES
EIJTUZ: JUTIEZ
EIKKLS: SLIKKE
EIKKRS: KRIEKS
EIKLNT: LIKENT
EIKLNV: KELVIN
EIKLPP: KLIPPE
EIKMOS: ESKIMO
EIKMSV: MIKVES
EIKMTU: KUMITE
EIKNOS: KOINES
EIKNPS: PEKINS
EIKNST: SKIENT
EIKORT: KORITE
EIKOTZ: KOTIEZ
EIKPPR: KIPPER
EIKPPS: SKIPPE
EIKRST: STRIKE
        TRIKES
EIKRSU: SKIEUR
EIKRSY: KYRIES
EILLMO: MOLLIE
EILLMS: MILLES
        SMILLE
EILLMT: MILLET
EILLMU: LIMULE
EILLNS: NILLES
EILLOR: ROILLE
EILLOS: OILLES
        SOLEIL
EILLOU: OUILLE
EILLPR: PILLER
EILLPS: PILLES
EILLPU: PILULE
EILLPZ: PILLEZ
EILLQU: QUILLE
EILLRT: TILLER
        TRILLE
EILLRV: LIVREL
        VRILLE
EILLST: LISTEL
        SILLET
        TILLES
EILLSV: VILLES
EILLTU: ILLUTE
EILLTZ: TILLEZ
EILMMO: IMMOLE
EILMMR: RIMMEL
EILMNO: LIMONE
EILMNR: MERLIN
EILMNT: LIMENT
EILMOP: EMPLOI
        LIPOME
EILMOT: MOTILE
EILMPR: EMPLIR
        REMPLI
EILMPS: EMPLIS
        SIMPLE
EILMPT: EMPLIT
EILMRS: MILERS
EILMRU: LIMEUR
        MILEUR
EILMSS: MISSEL
EILMSU: LUIMES
        MUESLI
        SIMULE
EILMSY: SMILEY
EILMTU: MUTILE
        ULTIME
EILNNO: LEONIN
        LIONNE
        ONLINE
EILNNT: LENTIN
EILNOP: OPINEL
EILNOR: NEROLI
EILNOS: ELIONS
        ILEONS
        INSOLE
        LESION
        NIOLES
        NOLISE
EILNOU: NIOLUE
EILNOZ: ZOLIEN
EILNPS: PENILS
        PLEINS
EILNPT: PILENT
        PLIENT
EILNPU: LUPINE
EILNRS: LINERS
EILNRT: LINTER
EILNST: LISENT
        SILENT
EILNSU: INULES
EILNSV: VELINS
EILNSY: LYSINE
EILNTT: LITENT
EILNTU: LUTINE
EILNVY: VINYLE
EILOOR: ORIOLE
EILOOT: OOLITE
EILOPP: PIPOLE
EILOPR: PIROLE
        POILER
        REPOLI
EILOPS: PLOIES
        POILES
        POLIES
        SPOILE
        SPOLIE
EILOPT: PILOTE
        PIOLET
EILOPU: POILUE
        POULIE
EILOPZ: POILEZ
EILORS: ISOLER
        ISOREL
        ORIELS
        SOLIER
EILORT: LOTIER
        ORTEIL
        TOILER
        TOLIER
EILORU: IOULER
        RIOULE
EILORV: VIOLER
        VIROLE
        VOILER
EILOSS: ISOLES
EILOST: ILOTES
        LOTIES
        TOILES
EILOSU: IOULES
        LOUISE
EILOSV: OLIVES
        SOLIVE
        VIOLES
        VOILES
EILOSZ: ISOLEZ
        ZOILES
EILOTT: LITOTE
        TOLITE
EILOTV: OLIVET
        VIOLET
        VITOLE
EILOTZ: TOILEZ
        TOLIEZ
EILOUZ: IOULEZ
        LOUIEZ
EILOVZ: LOVIEZ
        VIOLEZ
        VOILEZ
        VOLIEZ
EILPPS: LIPPES
EILPPU: LIPPUE
EILPQU: PLIQUE
EILPRS: PERILS
        PERSIL
        REPLIS
EILPRT: TRIPLE
EILPRU: PILEUR
        PLIEUR
        PLIURE
        PUERIL
EILPSS: PLISSE
EILPST: LEPTIS
        PILETS
        STIPLE
EILPSU: EPULIS
        PLUIES
EILPSV: PELVIS
EILPSX: PIXELS
        PLEXIS
EILPTU: TIPULE
        TULIPE
EILPUX: PILEUX
EILRRT: LITRER
        TERRIL
EILRRU: RUILER
EILRRV: LIVRER
EILRSS: LISSER
EILRST: LISTER
        LITRES
EILRSU: LIEURS
        LISEUR
        LIURES
        RELUIS
        RUILES
        SILURE
        SURLIE
EILRSV: LIVRES
EILRTT: TILTER
EILRTU: RELUIT
        RITUEL
        RUTILE
        TREUIL
        TUILER
EILRTV: LIVRET
EILRTZ: LITREZ
EILRUZ: LUIREZ
        RUILEZ
EILRVZ: LIVREZ
EILRYZ: LYRIEZ
EILSSS: LISSES
EILSST: LISTES
EILSSU: LUISES
        SEUILS
EILSSV: SILVES
EILSSZ: LISSEZ
EILSTT: TILTES
EILSTU: LUITES
        TUILES
        UTILES
EILSTV: LIVETS
EILSTX: SEXTIL
EILSTZ: LISTEZ
EILSUV: VISUEL
EILSUZ: LUISEZ
EILSVY: SYLVIE
EILSYZ: LYSIEZ
EILTTU: LUTITE
EILTTZ: TILTEZ
EILTUZ: LUTIEZ
        TUILEZ
EILUXZ: LUXIEZ
EIMMNT: MIMENT
EIMMNU: IMMUNE
EIMMOR: MOMIER
EIMMOS: MOMIES
        OMIMES
EIMNNO: INNOME
        MINOEN
        NOMINE
EIMNNS: MENINS
EIMNNT: MINENT
EIMNOR: MINORE
EIMNOS: EMIONS
        MOINES
EIMNOT: MINOTE
        MOIENT
        TEMOIN
        TOMIEN
EIMNPT: PIMENT
EIMNQU: MINQUE
EIMNRT: MENTIR
        MIRENT
        RIMENT
EIMNRU: MINEUR
        MURINE
        RUMINE
EIMNSS: MESSIN
EIMNST: MENTIS
        MINETS
        MISENT
        TINMES
EIMNSU: MUNIES
        UNIMES
EIMNSV: VINMES
EIMNTT: MENTIT
        MITENT
EIMNTU: MINUTE
        MUTINE
EIMNTX: MIXENT
EIMNXY: MYXINE
EIMOOR: ORMOIE
EIMOPS: EMPOIS
        IMPOSE
        OPIMES
EIMOPY: MYOPIE
EIMORR: MOIRER
        ORMIER
EIMORS: MOIRES
        MOISER
        REMOIS
        SEMOIR
EIMORT: TIMORE
EIMORU: ROUMIE
EIMORZ: MOIREZ
EIMOSS: MOISES
        MOSSIE
        OMISES
        OMISSE
        OSMIES
EIMOST: MITOSE
        MOITES
        OMITES
        SOMITE
        STOMIE
EIMOSU: MOUISE
        OUIMES
EIMOSV: VOMIES
EIMOSX: OXIMES
EIMOSZ: MOISEZ
EIMOTV: MOTIVE
EIMOTZ: TOMIEZ
EIMOYZ: MOYIEZ
EIMPRR: PRIMER
EIMPRS: IMPERS
        MEPRIS
        PERMIS
        PRIMES
        PRISME
EIMPRT: MEPRIT
        PERMIT
EIMPRU: IMPURE
EIMPRX: PREMIX
EIMPRZ: PRIMEZ
EIMPTU: IMPUTE
EIMQSU: MIQUES
EIMRRT: TRIMER
EIMRRU: MIREUR
        MURIER
        RIMEUR
EIMRST: MISTER
        MITRES
        TRIMES
        TRISME
EIMRSU: MURIES
EIMRSV: VERMIS
EIMRSX: MIXERS
EIMRTZ: TRIMEZ
EIMRUX: MIXEUR
EIMRUZ: MURIEZ
EIMSSS: MISSES
EIMSST: MESSTI
EIMSTX: MIXTES
EIMSUZ: MUSIEZ
EIMTTU: MUTITE
EIMTUX: MITEUX
EIMTUZ: MUTIEZ
EINNOO: IONONE
EINNOP: PIONNE
EINNOR: NORIEN
EINNOT: NOIENT
EINNOV: INNOVE
EINNPS: PINNES
EINNRV: NERVIN
EINNST: TENNIS
EINNSU: ENNUIS
        INNUES
EINNSV: VENINS
EINNTV: VINENT
EINOPR: OPINER
        PIORNE
EINOPS: EPIONS
        ESPION
        OPINES
        OPSINE
EINOPT: PIETON
        POINTE
        POTINE
EINOPZ: OPINEZ
EINORR: RONIER
EINORS: IRONES
        NOIRES
        REIONS
        SENIOR
EINORT: ENTOIR
        ORIENT
EINORV: RENVOI
        VIORNE
EINORZ: ORNIEZ
        ZONIER
EINOSS: NOISES
        SONIES
EINOST: ETIONS
        OINTES
        SOIENT
        TENOIS
        TONIES
EINOSV: ENVOIS
        NIVOSE
        OVINES
EINOTT: TIENTO
EINOTV: VOIENT
EINOTX: TOXINE
EINOTZ: NOTIEZ
EINOUZ: NOUIEZ
EINOVZ: NOVIEZ
EINOYZ: NOYIEZ
EINOZZ: ZONIEZ
EINPPR: NIPPER
EINPPS: NIPPES
        PEPINS
EINPPT: PIPENT
EINPPZ: NIPPEZ
EINPQU: PEQUIN
EINPRS: SNIPER
EINPRT: PETRIN
        PINTER
        PRIENT
        RIPENT
EINPRU: PRUINE
        PURINE
        RUPINE
EINPST: PEINTS
        PINTES
EINPSU: PUINES
        PUNIES
EINPTT: TIPENT
EINPTZ: PINTEZ
EINQRU: NIQUER
        REQUIN
EINQSU: ENQUIS
        EQUINS
        NIQUES
        QUINES
        SEQUIN
EINQTU: ENQUIT
        QUINTE
EINQUU: UNIQUE
EINQUZ: NIQUEZ
        QUINZE
EINRRT: NITRER
        RIRENT
        TERNIR
EINRRU: REUNIR
        RUINER
        URINER
EINRRV: VERNIR
EINRSS: SERINS
EINRST: INSERT
        INTERS
        NITRES
        RETINS
        SENTIR
        SINTER
        TERNIS
        TRINES
EINRSU: REUNIS
        RUINES
        SINUER
        SURINE
        URINES
        URSINE
        USINER
EINRSV: NERVIS
        REVINS
        VERINS
        VERNIS
EINRSY: SYRIEN
EINRTT: RETINT
        TERNIT
        TINTER
        TIRENT
        TRIENT
EINRTU: REUNIT
        RUTINE
        UTERIN
EINRTV: REVINT
        RIVENT
        VERNIT
        VIRENT
EINRTY: TYRIEN
EINRTZ: NITREZ
EINRUZ: NUIREZ
        RUINEZ
        UNIREZ
        URINEZ
EINSST: SENTIS
        TINSSE
EINSSU: NUISES
        SINUES
        UNISSE
        USINES
EINSSV: VINSSE
EINSTT: SENTIT
        TEINTS
        TETINS
        TINTES
        TISENT
EINSTU: ENSUIT
        SUINTE
        UNITES
EINSTV: VENTIS
        VINTES
        VISENT
EINSUZ: NUISEZ
        SINUEZ
        USINEZ
EINTTZ: TINTEZ
EINTUZ: TUNIEZ
EINTVV: VIVENT
EINUVX: VINEUX
EIOPPT: PIPOTE
EIOPRS: ESPOIR
        POIRES
        PROIES
EIOPRT: POTIER
EIOPRU: ROUPIE
EIOPRV: POIVRE
EIOPSS: POISES
        POISSE
EIOPST: ISOPET
EIOPSZ: POSIEZ
EIOPTT: PETIOT
EIOPTU: EPOUTI
        TOUPIE
        UTOPIE
EIOPTV: PIVOTE
EIOPTZ: OPTIEZ
        POTIEZ
        TOPIEZ
EIOPUY: YOUPIE
EIOQTU: OTIQUE
EIOQUV: VIOQUE
EIORRS: ROSIER
EIORRT: RIOTER
EIORRV: REVOIR
EIORSS: OSIERS
        ROSIES
EIORST: ORTIES
        RIOTES
        ROESTI
        ROTIES
        SIROTE
        SORITE
        SORTIE
        TOISER
        TORIES
        TRIOSE
EIORSU: EUROIS
        ROUIES
        SOURIE
EIORSV: REVOIS
        VIREOS
        VIROSE
EIORSZ: ROSIEZ
EIORTT: ETROIT
        TERTIO
EIORTU: IOURTE
        TOURIE
EIORTV: ORTIVE
        REVOIT
EIORTZ: RIOTEZ
        ROTIEZ
EIORUZ: OUIREZ
        ROUIEZ
EIOSSS: SOSIES
EIOSST: SETOIS
        SOTIES
        TOISES
EIOSSU: OUISSE
EIOSSV: VOISES
EIOSTT: OTITES
        SOTTIE
EIOSTU: OUISTE
        OUITES
EIOSTV: SOVIET
EIOSTZ: TOISEZ
EIOSUX: OISEUX
EIOTTU: TUTOIE
EIOTUZ: TOUIEZ
EIOTVV: VIVOTE
        VOTIVE
EIOTVZ: VOTIEZ
EIOUVZ: VOUIEZ
EIOVYZ: VOYIEZ
EIPPRR: RIPPER
EIPPRT: TIPPER
        TRIPPE
EIPPRU: PIPEUR
EIPPRZ: ZIPPER
EIPPST: TIPPES
EIPPSZ: ZIPPES
EIPPTZ: TIPPEZ
EIPPUY: YUPPIE
EIPPZZ: ZIPPEZ
EIPQRU: PIQUER
        PIQURE
EIPQSU: PIQUES
EIPQTU: PIQUET
EIPQUZ: PIQUEZ
EIPRRS: PRISER
        REPRIS
EIPRRT: PETRIR
        REPRIT
        TRIPER
